,ts_code,ann_date,end_date,bps,diluted_eps,diluted_roe,open_net_assets,operate_profit,total_assets,yoy_sales,yoy_tp
322,002179.SZ,20200229,20191231,,1.0309,15.79,,1244087315.1,15131869544.56,,
323,002180.SZ,20200313,20191231,,0.6902,13.81,,1210018800.0,38379454200.0,,
324,002181.SZ,20200228,20191231,,0.0723,2.1,,87658519.77,4549897349.46,,
325,002182.SZ,20200227,20191231,,1.3739,39.44,,1019050847.41,5124151075.92,,
326,002183.SZ,20200229,20191231,,0.04,1.5,,14142606.0,42170966804.0,,
327,002184.SZ,20200229,20191231,,0.2108,5.36,,88295936.49,2002687248.06,,
328,002185.SZ,20200229,20191231,,0.1177,4.45,,374682532.97,16086033787.61,,
329,002186.SZ,20200225,20191231,,0.153,3.17,,69017432.39,2010166195.56,,
330,002187.SZ,20200229,20191231,,0.33,4.15,,158939873.39,4316059436.06,,
331,002188.SZ,20200227,20191231,,1.76,-140.67,,-45377235.23,109702200.21,,
332,002189.SZ,20200229,20191231,,0.37,7.74,,99938131.34,3180301237.45,,
333,002191.SZ,20200228,20191231,,0.59,13.11,,1124305800.0,8677353600.0,,
334,002192.SZ,20200229,20191231,,-1.1435,-48.34,,-289765279.2,834159626.25,,
335,002193.SZ,20200229,20191231,,0.19,1.9,,52922371.54,4886157216.33,,
336,002194.SZ,20200229,20191231,,0.4449,14.58,,256143424.34,2428325332.01,,
337,002195.SZ,20200229,20191231,,0.13,7.87,,859430733.74,11277405401.84,,
338,002197.SZ,20200228,20191231,,0.04,0.88,,22251371.73,6276324384.79,,
339,002198.SZ,20200229,20191231,,-0.2323,-16.23,,-113313587.63,844358585.49,,
340,002199.SZ,20200229,20191231,,0.06,3.77,,17398620.07,481644142.13,,
341,002200.SZ,20200228,20191231,,0.199,20.68,,77842119.95,3587657206.42,,
342,002201.SZ,20200229,20191231,,0.08,2.79,,27399938.59,2284352280.92,,
343,002203.SZ,20200228,20191231,,0.5554,12.83,,1176868800.0,24869180000.0,,
344,002204.SZ,20200228,20191231,,0.03,0.81,,111471700.0,16483692300.0,,
345,002206.SZ,20200229,20191231,,0.27,11.47,,383123453.44,5562850388.6,,
346,002207.SZ,20200228,20191231,,0.21,114.06,,28955349.83,466240016.84,,
347,002208.SZ,20200229,20191231,,0.58,14.77,,810161817.43,15446440774.78,,
348,002209.SZ,20200228,20191231,,-0.1732,-5.41,,-39576272.9,1448222250.4,,
349,002211.SZ,20200229,20191231,,-0.2073,-11.96,,-75814326.37,1063436972.65,,
350,002212.SZ,20200228,20191231,,0.32,4.3,,428796900.0,10883107500.0,,
351,002213.SZ,20200226,20191231,,0.008,0.45,,1851237.6,462686559.41,,
352,002214.SZ,20200228,20191231,,0.29,12.3,,151271982.01,1561179408.88,,
353,002215.SZ,20200204,20191231,,0.2672,11.17,,265137737.11,5942114970.26,,
354,002216.SZ,20200224,20191231,,0.27,9.89,,245073169.68,5262744048.14,,
355,002217.SZ,20200229,20191231,,0.4804,12.48,,1560140025.08,31631519838.01,,
356,002218.SZ,20200229,20191231,,0.061,2.56,,87780800.0,6262500000.0,,
357,002219.SZ,20200228,20191231,,-1.3513,-173.73,,-2415698938.84,4761393935.02,,
358,002221.SZ,20200228,20191231,,0.708,12.64,,1424409179.81,27454716513.56,,
359,002222.SZ,20200227,20191231,,0.3112,14.42,,154207698.78,1080818772.13,,
360,002223.SZ,20200229,20191231,,0.75,12.99,,824371800.0,7976594200.0,,
361,002224.SZ,20200228,20191231,,0.19,6.22,,150012050.41,2783966903.5,,
362,002225.SZ,20200228,20191231,,0.27,10.0,,290962607.6,5723927450.84,,
363,002226.SZ,20200229,20191231,,0.321,6.93,,622047450.54,12289718940.98,,
364,002227.SZ,20200229,20191231,,0.0507,1.37,,13650100.0,1280999700.0,,
365,002228.SZ,20200229,20191231,,0.23,9.4,,372543073.64,6521829044.33,,
366,002229.SZ,20200228,20191231,,0.0675,1.89,,59739304.55,2139413985.16,,
367,002230.SZ,20200229,20191231,,0.38,8.17,,953142726.59,21414166953.84,,
368,002231.SZ,20200228,20191231,,0.1347,8.36,,46085375.23,780664878.0,,
369,002232.SZ,20200227,20191231,,0.2223,7.99,,108619062.2,1933833465.12,,
370,002233.SZ,20200228,20191231,,1.4579,18.42,,2341095628.87,11756307509.9,,
371,002234.SZ,20200229,20191231,,5.33,83.61,,1612136493.52,3261229959.74,,
372,002235.SZ,20200415,20191231,,0.0376,1.04,,-141195213.02,2317183656.98,,
373,002236.SZ,20200228,20191231,,1.09,22.57,,3441851268.58,29434000923.22,,
374,002237.SZ,20200221,20191231,,0.34,6.9,,408754397.12,16361227852.13,,
375,002238.SZ,20200116,20191231,,0.31,7.06,,172495500.0,3859897100.0,,
376,002239.SZ,20200415,20191231,,0.03,1.95,,-250963382.13,8191677876.68,,
377,002240.SZ,20200415,20191231,,-0.11,-2.59,,-64976451.38,4815669304.34,,
378,002241.SZ,20200227,20191231,,0.41,8.35,,1633502281.8,35011173055.82,,
379,002242.SZ,20200229,20191231,,1.08,21.16,,943552213.73,7474286087.19,,
380,002243.SZ,20200227,20191231,,0.4616,11.58,,653042842.24,8634808719.79,,
381,002244.SZ,20200313,20191231,,0.53,10.27,,5414188170.86,129645142378.51,,
382,002246.SZ,20200229,20191231,,0.26,5.74,,148576668.43,3924842776.59,,
383,002247.SZ,20200229,20191231,,-1.74,-115.05,,-1447688300.0,1810134900.0,,
384,002248.SZ,20200229,20191231,,0.1,26.5,,26165500.0,613375600.0,,
385,002249.SZ,20200415,20191231,,0.02,0.85,,118273900.0,13877952400.0,,
386,002250.SZ,20200222,20191231,,0.15,2.37,,312090500.0,9633630200.0,,
387,002251.SZ,20200229,20191231,,0.2031,2.13,,209610659.19,24377846292.97,,
388,002252.SZ,20200227,20191231,,0.12,5.54,,750475408.68,11839691823.74,,
389,002253.SZ,20200225,20191231,,0.23,3.86,,65617181.75,1711780285.8,,
390,002254.SZ,20200229,20191231,,0.35,9.43,,241477265.88,4300909059.36,,
391,002256.SZ,20200229,20191231,,-0.12,-12.84,,-238808485.69,2800861616.63,,
392,002258.SZ,20200117,20191231,,0.5935,9.64,,431982100.0,7587623400.0,,
393,002259.SZ,20200417,20191231,,-1.6944,-540.22,,-1273574174.29,1534294970.06,,
394,002261.SZ,20200229,20191231,,0.017,0.75,,10419422.71,3083187464.9,,
395,002262.SZ,20200227,20191231,,0.66,20.23,,769853595.96,4198780387.63,,
396,002263.SZ,20200319,20191231,,0.03,2.72,,72487880.78,2506825648.9,,
397,002264.SZ,20200229,20191231,,-1.08,-57.55,,-611996922.35,3027156207.33,,
398,002265.SZ,20200227,20191231,,0.02,0.8,,-7571624.39,1455570504.14,,
399,002267.SZ,20200219,20191231,,0.3778,7.25,,518794747.43,12029094858.07,,
400,002268.SZ,20200229,20191231,,0.1988,3.72,,168109535.84,5948190600.18,,
401,002269.SZ,20200415,20191231,,-0.32,-33.0,,-778807900.0,6346522900.0,,
402,002270.SZ,20200228,20191231,,0.19,6.07,,149202918.94,3807288316.24,,
403,002271.SZ,20200212,20191231,,1.4,23.27,,2651647786.52,22135700121.98,,
404,002272.SZ,20200228,20191231,,0.1567,5.23,,65685759.7,1863912521.65,,
405,002273.SZ,20200226,20191231,,0.45,12.28,,569037181.49,6423952797.4,,
406,002274.SZ,20200122,20191231,,0.21,7.53,,278433300.0,6649023700.0,,
407,002275.SZ,20200229,20191231,,0.68,14.1,,466070310.86,3409867331.98,,
408,002276.SZ,20200227,20191231,,0.21,5.35,,254329722.55,7545965251.59,,
409,002277.SZ,20200228,20191231,,0.226,4.67,,307243000.0,15988893900.0,,
410,002278.SZ,20200229,20191231,,0.13,4.24,,58855980.7,1631276418.94,,
411,002279.SZ,20200229,20191231,,0.0648,3.85,,50004612.46,3031896804.92,,
412,002280.SZ,20200229,20191231,,-1.37,-79.1,,-3068010096.08,9251641585.0,,
413,002281.SZ,20200415,20191231,,0.54,8.85,,359540649.78,7249091066.79,,
414,002282.SZ,20200222,20191231,,0.17,3.38,,92436302.39,2728517293.11,,
415,002283.SZ,20200228,20191231,,0.31,7.94,,417507984.48,6807105320.5,,
416,002284.SZ,20200314,20191231,,-0.13,-3.63,,-93320889.0,5915493622.9,,
417,002285.SZ,20200313,20191231,,0.04,1.55,,246018694.7,11615631769.52,,
418,002286.SZ,20200229,20191231,,0.13,3.14,,57293069.39,2535611809.63,,
419,002287.SZ,20200214,20191231,,0.6893,17.18,,401528955.79,2984126272.63,,
420,002288.SZ,20200415,20191231,,0.0212,1.26,,30772375.45,3200141546.01,,
421,002289.SZ,20200228,20191231,,0.047,4.07,,13688726.47,415545118.78,,
422,002290.SZ,20200227,20191231,,-3.5,-103.98,,-838738878.47,1534262565.2,,
423,002291.SZ,20200229,20191231,,0.29,6.49,,205006119.47,5468719912.27,,
424,002292.SZ,20200123,20191231,,0.0857,2.94,,88975694.08,6192516493.01,,
425,002293.SZ,20200228,20191231,,0.6554,13.94,,591705420.4,5320873839.66,,
426,002294.SZ,20200229,20191231,,0.68,10.98,,842832171.62,7696644963.08,,
427,002295.SZ,20200226,20191231,,0.21,4.43,,67118412.12,2032545190.63,,
428,002296.SZ,20200229,20191231,,0.1869,4.81,,81984347.6,1875942158.16,,
429,002297.SZ,20200228,20191231,,-0.35,-11.21,,-171893977.66,1901303230.62,,
430,002298.SZ,20200228,20191231,,0.4444,6.86,,358809295.41,7248789125.68,,
431,002299.SZ,20200229,20191231,,3.3103,45.69,,4266744986.48,15252352495.69,,
432,002300.SZ,20200228,20191231,,0.3288,13.68,,278073667.16,3947368424.21,,
433,002301.SZ,20200229,20191231,,0.38,9.87,,306484700.0,7948743400.0,,
434,002302.SZ,20200228,20191231,,0.53,9.68,,879952317.96,22463691768.58,,
435,002303.SZ,20200221,20191231,,0.3565,11.94,,629370172.05,7309190979.82,,
436,002304.SZ,20200229,20191231,,4.8717,21.09,,9748829100.0,53391679300.0,,
437,002305.SZ,20200304,20191231,,-0.2,-8.23,,-112407633.82,26107572868.48,,
438,002306.SZ,20200229,20191231,,-0.0445,-590.73,,-18499674.83,86846320.05,,
439,002307.SZ,20200219,20191231,,0.0622,2.95,,183561787.04,27265267010.3,,
440,002308.SZ,20200229,20191231,,-1.35,-41.52,,-1181169859.77,2861149005.28,,
441,002309.SZ,20200228,20191231,,0.06,0.61,,271055812.67,21834158921.22,,
442,002310.SZ,20200229,20191231,,0.02,0.48,,92959753.11,43434168087.58,,
443,002311.SZ,20200214,20191231,,1.04,19.58,,2132011155.77,18904793392.2,,
444,002313.SZ,20200307,20191231,,0.25,3.82,,79982100.0,7642518900.0,,
445,002314.SZ,20200227,20191231,,0.1458,4.77,,738356190.95,42457956375.31,,
446,002316.SZ,20200229,20191231,,-0.3749,-18.32,,33708874.72,3098896174.23,,
447,002317.SZ,20200227,20191231,,0.39,8.03,,381319742.33,5502176393.32,,
448,002318.SZ,20200228,20191231,,0.59,15.29,,585462107.72,6014560106.6,,
449,002319.SZ,20200229,20191231,,-1.44,-99.83,,-271227005.87,649895202.46,,
450,002320.SZ,20200220,20191231,,0.22,5.93,,296974604.51,4045811825.2,,
451,002321.SZ,20200229,20191231,,0.1146,2.35,,90397500.0,8083331600.0,,
452,002322.SZ,20200229,20191231,,0.83,10.55,,362961903.7,3771061879.47,,
453,002323.SZ,20200228,20191231,,-0.3899,-129.83,,-217686411.01,1905011977.24,,
454,002324.SZ,20200228,20191231,,0.32,7.17,,181679408.47,3894941992.15,,
455,002325.SZ,20200314,20191231,,0.0343,1.33,,97925000.0,11706362300.0,,
456,002326.SZ,20200229,20191231,,0.36,9.64,,388450100.0,6848383700.0,,
457,002328.SZ,20200228,20191231,,0.14,4.36,,217818467.02,4016464329.32,,
458,002329.SZ,20200229,20191231,,0.0505,1.97,,70007651.66,4943174605.83,,
459,002330.SZ,20200229,20191231,,0.0152,0.57,,4080312.13,1918526398.66,,
460,002331.SZ,20200228,20191231,,0.4112,8.05,,210076218.06,3193865002.29,,
461,002332.SZ,20200228,20191231,,0.44,14.69,,537625368.37,5826784589.53,,
462,002333.SZ,20200319,20191231,,0.098,3.15,,39000884.99,1363161801.17,,
463,002334.SZ,20200415,20191231,,-0.391,-17.06,,-348003175.88,2677131803.37,,
464,002336.SZ,20200228,20191231,,0.0826,2.54,,19948260.51,4729324037.97,,
465,002337.SZ,20200228,20191231,,0.02,0.84,,10866141.46,1599336498.44,,
466,002338.SZ,20200228,20191231,,0.2,5.88,,54864660.95,1047105013.38,,
467,002339.SZ,20200229,20191231,,0.1,2.81,,75858290.27,3575695448.34,,
468,002340.SZ,20200229,20191231,,0.18,7.32,,876840519.48,26800080926.35,,
469,002341.SZ,20200229,20191231,,0.009,0.2,,-5529900.0,9764951900.0,,
470,002342.SZ,20200228,20191231,,0.019,0.77,,21390600.0,4029629000.0,,
471,002343.SZ,20200415,20191231,,0.35,7.83,,174445905.12,2438958933.73,,
472,002344.SZ,20200229,20191231,,0.21,3.62,,400258100.0,10622730300.0,,
473,002345.SZ,20200229,20191231,,0.09,2.45,,124055845.13,5273271148.79,,
474,002346.SZ,20200229,20191231,,0.21,4.44,,121155320.52,2877231603.2,,
475,002347.SZ,20200228,20191231,,0.0617,2.42,,37067500.0,2182123500.0,,
476,002348.SZ,20200229,20191231,,0.0234,1.7048,,70507521.92,1861186396.46,,
477,002349.SZ,20200229,20191231,,-0.335,-12.48,,-259920458.13,3186526238.46,,
478,002350.SZ,20200229,20191231,,0.1698,4.57,,113550000.0,3374320000.0,,
479,002351.SZ,20200221,20191231,,0.21,6.72,,156501930.24,2217824785.73,,
480,002352.SZ,20200225,20191231,,1.32,14.86,,7409000000.0,92535000000.0,,
481,002353.SZ,20200215,20191231,,1.43,15.05,,1661412300.0,15971590500.0,,
482,002354.SZ,20200229,20191231,,-1.2344,-82.36,,-1088161970.63,6267117655.79,,
483,002356.SZ,20200415,20191231,,-3.498,,,-1943118300.0,2421275200.0,,
484,002357.SZ,20200227,20191231,,0.264,7.32,,107392707.83,2576363101.32,,
485,002358.SZ,20200228,20191231,,0.01,0.19,,-39996726.6,8076128666.72,,
486,002359.SZ,20200229,20191231,,-2.31,-16.88,,-2830619625.44,14166705372.48,,
487,002360.SZ,20200123,20191231,,0.3837,13.86,,200217816.34,1449634353.66,,
488,002361.SZ,20200229,20191231,,0.16,7.08,,155267284.0,3658337532.81,,
489,002362.SZ,20200229,20191231,,0.17,4.26,,44706888.58,1304261479.88,,
490,002363.SZ,20200227,20191231,,0.17,2.99,,82811579.16,3420213203.92,,
491,002364.SZ,20200328,20191231,,0.14,3.65,,84703031.05,2644034246.74,,
492,002365.SZ,20200229,20191231,,0.3029,5.7,,115858125.51,1907020465.67,,
493,002366.SZ,20200228,20191231,,-0.31,-9.53,,-325198905.77,7098904690.03,,
494,002367.SZ,20200228,20191231,,0.3198,8.38,,307202614.67,5804203368.3,,
495,002368.SZ,20200228,20191231,,0.8338,11.41,,383523599.78,10751681960.2,,
496,002369.SZ,20200229,20191231,,0.09,2.64,,59104890.2,3941839591.93,,
497,002370.SZ,20200229,20191231,,-3.86,-128.3,,-2068404058.83,2268340003.91,,
498,002371.SZ,20200305,20191231,,0.6713,7.96,,420838922.33,13733862535.45,,
499,002373.SZ,20200228,20191231,,0.68,11.81,,1174269500.0,16278301900.0,,
500,002374.SZ,20200229,20191231,,0.04,1.47,,63844435.09,6009947114.75,,
501,002375.SZ,20200229,20191231,,0.33,5.36,,559894205.22,21678704934.44,,
502,002376.SZ,20200226,20191231,,0.5,9.97,,417203926.33,5988038620.33,,
503,002377.SZ,20200228,20191231,,0.3417,5.97,,339353767.78,6886312068.73,,
504,002378.SZ,20200323,20191231,,-0.31,-15.76,,-285913009.07,3688661022.64,,
505,002379.SZ,20200227,20191231,,0.352,22.91,,359147053.19,2467153854.72,,
506,002380.SZ,20200228,20191231,,0.52,5.89,,142677721.6,2688639350.0,,
507,002381.SZ,20200229,20191231,,0.59,13.95,,291128876.57,2319687272.67,,
508,002382.SZ,20200229,20191231,,0.51,6.04,,566762157.62,13314035396.46,,
509,002383.SZ,20200229,20191231,,-1.2716,-27.13,,-968149445.79,8184166996.01,,
510,002384.SZ,20200215,20191231,,0.44,8.29,,775398742.14,30909625598.06,,
511,002385.SZ,20200302,20191231,,0.12,5.05,,670814224.2,18915829768.0,,
512,002386.SZ,20200229,20191231,,0.1035,1.63,,96908900.0,13773777800.0,,
513,002387.SZ,20200227,20191231,,0.0476,0.44,,107842882.77,38782338399.8,,
514,002388.SZ,20200229,20191231,,0.1141,4.89,,69073830.49,2279115943.33,,
515,002389.SZ,20200331,20191231,,0.25,3.67,,287466033.38,8153307191.1,,
516,002390.SZ,20200229,20191231,,0.14,4.8,,343664936.51,10537121243.97,,
517,002391.SZ,20200228,20191231,,0.6936,10.9,,440669500.0,5142211300.0,,
518,002392.SZ,20200117,20191231,,0.353,11.56,,525345320.4,5628527048.87,,
519,002393.SZ,20200228,20191231,,1.03,4.03,,220619008.34,5275404765.69,,
520,002394.SZ,20200226,20191231,,1.107,11.16,,481198383.29,4524668210.59,,
521,002395.SZ,20200229,20191231,,0.1747,3.64,,35358299.19,1328210377.15,,
522,002396.SZ,20200228,20191231,,1.0478,15.46,,840281652.18,7623537420.67,,
523,002397.SZ,20200228,20191231,,0.1166,4.28,,124026451.91,3501086984.49,,
524,002398.SZ,20200228,20191231,,0.59,15.23,,480430546.2,4424101981.42,,
525,002399.SZ,20200229,20191231,,0.8655,16.09,,1313867047.53,15286220358.97,,
526,002401.SZ,20200207,20191231,,0.3187,10.57,,,3317230318.32,,
527,002402.SZ,20200229,20191231,,0.3577,17.13,,354018321.8,4614220468.82,,
528,002403.SZ,20200414,20191231,,0.38,5.82,,139132754.43,5246160201.6,,
529,002404.SZ,20200229,20191231,,0.28,9.33,,211833154.32,3082878954.67,,
530,002405.SZ,20200229,20191231,,0.1766,4.56,,263531117.83,9032551130.99,,
531,002406.SZ,20200228,20191231,,0.49,10.5,,314862974.66,3996719766.67,,
532,002407.SZ,20200228,20191231,,-0.58,-12.4,,-431996987.16,9089476788.31,,
533,002408.SZ,20200229,20191231,,0.37,8.83,,763513005.77,14652311838.62,,
534,002409.SZ,20200228,20191231,,0.547,5.89,,333157703.29,5071670730.84,,
535,002410.SZ,20200229,20191231,,0.2076,7.36,,284852328.79,6181707546.08,,
536,002411.SZ,20200229,20191231,,0.2141,3.46,,440529817.58,24659538726.23,,
537,002412.SZ,20200229,20191231,,0.3256,11.26,,186339925.33,1875259869.95,,
538,002413.SZ,20200226,20191231,,0.13,4.03,,187184821.64,4530739508.84,,
539,002414.SZ,20200408,20191231,,0.2354,6.35,,218133507.1,4331588513.5,,
540,002415.SZ,20200229,20191231,,1.34,30.5,,13724890025.67,75356152594.9,,
541,002416.SZ,20200312,20191231,,0.2809,7.08,,379534500.0,10178782500.0,,
542,002417.SZ,20200228,20191231,,0.03,3.33,,29887743.98,528930940.41,,
543,002418.SZ,20200229,20191231,,-0.415,-51.91,,-443210953.59,3693355521.9,,
544,002419.SZ,20200229,20191231,,0.7158,12.87,,1089519235.13,16660007447.63,,
545,002420.SZ,20200228,20191231,,0.37,33.58,,139606531.04,2211405732.26,,
546,002421.SZ,20200229,20191231,,-0.1794,-11.24,,-340471269.64,6455471587.31,,
547,002422.SZ,20200228,20191231,,0.65,7.18,,1259634945.0,31496072192.0,,
548,002424.SZ,20200229,20191231,,0.21,7.54,,382779395.15,7043861077.52,,
549,002425.SZ,20200226,20191231,,0.25,5.18,,192928790.15,4942209892.93,,
550,002426.SZ,20200229,20191231,,-0.9835,-54.1,,-3472176936.1,13910820347.86,,
551,002427.SZ,20200228,20191231,,0.13,6.9,,96737388.83,5886067711.37,,
552,002428.SZ,20200228,20191231,,-0.09,-3.96,,-53734746.53,2036086814.63,,
553,002429.SZ,20200217,20191231,,0.2169,10.56,,1367150000.0,21948278000.0,,
554,002430.SZ,20200228,20191231,,0.66,11.45,,862811767.31,12043012909.35,,
555,002431.SZ,20200415,20191231,,-0.66,-19.35,,-1170245601.06,17234620579.55,,
556,002432.SZ,20200229,20191231,,0.16,4.24,,25794243.9,1956767607.74,,
557,002433.SZ,20200229,20191231,,0.13,1.82,,125345668.61,8805992899.18,,
558,002434.SZ,20200229,20191231,,0.33,7.1,,441395926.26,10887853330.7,,
559,002436.SZ,20200225,20191231,,0.2,11.5,,368288305.54,5177742476.89,,
560,002437.SZ,20200229,20191231,,-1.1663,-87.27,,-2482225126.84,6445593417.47,,
561,002438.SZ,20200120,20191231,,0.372,9.54,,186095382.94,3362195575.05,,
562,002439.SZ,20200229,20191231,,0.779,17.22,,740568377.18,6878030413.46,,
563,002440.SZ,20200229,20191231,,1.17,16.18,,1341184988.21,10866357813.09,,
564,002441.SZ,20200228,20191231,,0.41,5.91,,299085143.55,5364866991.72,,
565,002442.SZ,20200228,20191231,,0.0335,1.29,,21631882.13,2663896315.85,,
566,002443.SZ,20200227,20191231,,0.53,11.74,,356485760.11,3717698040.11,,
567,002444.SZ,20200225,20191231,,0.88,13.15,,1088034607.14,11156876347.49,,
568,002445.SZ,20200229,20191231,,-1.15,-309.68,,-1495076687.19,3016564781.02,,
569,002446.SZ,20200228,20191231,,-0.73,-19.53,,-640422009.0,4430537513.96,,
570,002447.SZ,20200415,20191231,,-0.67,-84.27,,-902798345.49,813052501.86,,
571,002448.SZ,20200228,20191231,,0.14,3.67,,75494403.85,4210279107.51,,
572,002449.SZ,20200203,20191231,,0.6504,11.31,,478549437.51,6632709006.13,,
573,002450.SZ,20200228,20191231,,-1.64,-38.13,,-3849946962.44,26836610837.06,,
574,002451.SZ,20200229,20191231,,0.07,4.78,,47040122.51,1203191460.06,,
575,002452.SZ,20200229,20191231,,0.27,12.09,,116429351.21,2926634343.42,,
576,002453.SZ,20200229,20191231,,-0.55,-42.04,,-142403300.0,1828202600.0,,
577,002454.SZ,20200228,20191231,,0.3,5.54,,228585040.02,5847269046.04,,
578,002455.SZ,20200229,20191231,,0.13,5.21,,73929967.31,2883674251.52,,
579,002456.SZ,20200229,20191231,,0.193,5.9,,698494600.0,40565987600.0,,
580,002457.SZ,20200228,20191231,,0.5,8.45,,211863080.32,3536920894.75,,
581,002460.SZ,20200229,20191231,,0.28,3.97,,485573851.14,14803193855.29,,
582,002461.SZ,20200221,20191231,,0.22,5.95,,586293728.95,12021069518.11,,
583,002462.SZ,20200228,20191231,,1.26,13.14,,889667328.88,12807079696.03,,
584,002463.SZ,20200228,20191231,,0.715,26.73,,1353168082.0,8236218053.0,,
585,002464.SZ,20200415,20191231,,-2.61,-171.96,,-1356955127.59,1920572640.4,,
586,002465.SZ,20200221,20191231,,0.23,5.95,,574933055.68,13360005793.97,,
587,002466.SZ,20200229,20191231,,-2.47,-32.56,,-1524308352.34,49823677105.7,,
588,002467.SZ,20200228,20191231,,0.13,8.68,,205836487.0,2716784281.19,,
589,002468.SZ,20200227,20191231,,0.94,15.55,,1749000000.0,13935000000.0,,
590,002469.SZ,20200225,20191231,,0.1528,6.27,,92846798.55,1659994822.57,,
591,002470.SZ,20200229,20191231,,0.07,2.23,,271452072.43,22511894961.3,,
592,002471.SZ,20200229,20191231,,-0.338,-25.93,,-173190333.69,6440775580.28,,
593,002472.SZ,20200229,20191231,,0.12,2.29,,109659009.61,8153568497.34,,
594,002473.SZ,20200417,20191231,,-0.8057,-13.87,,-91313356.59,235547391.95,,
595,002474.SZ,20200228,20191231,,0.0808,3.4,,34803133.86,2850163165.57,,
596,002475.SZ,20200228,20191231,,0.88,26.44,,5902526153.44,49369395291.28,,
597,002476.SZ,20200228,20191231,,0.1552,12.42,,-16787339.76,968680766.87,,
598,002479.SZ,20200228,20191231,,0.36,8.69,,481344231.93,9155093918.94,,
599,002480.SZ,20200228,20191231,,-0.2867,-8.25,,-198907980.62,7605002961.54,,
600,002481.SZ,20200229,20191231,,0.16,7.43,,209878915.46,4302631041.06,,
601,002482.SZ,20200314,20191231,,0.19,4.02,,296871100.0,21839000700.0,,
602,002483.SZ,20200229,20191231,,0.21,5.49,,89891214.16,5385885303.09,,
603,002484.SZ,20200228,20191231,,0.2906,7.12,,308219237.3,4472499078.7,,
604,002485.SZ,20200415,20191231,,0.1719,4.12,,166632200.0,3798079100.0,,
605,002486.SZ,20200415,20191231,,-0.0208,-1.85,,24620422.99,1100346629.5,,
606,002487.SZ,20200414,20191231,,0.3,8.84,,207442757.22,3680191050.0,,
607,002488.SZ,20200228,20191231,,0.02,0.62,,28648572.92,6735190883.14,,
608,002489.SZ,20200229,20191231,,0.23,14.27,,555637111.25,6953119386.08,,
609,002490.SZ,20200227,20191231,,-0.24,-10.33,,-189048670.21,5741109434.89,,
610,002491.SZ,20200415,20191231,,-1.6835,-52.92,,-2234314468.75,8552867892.82,,
611,002492.SZ,20200229,20191231,,0.1317,4.23,,67083873.97,1632320323.4,,
612,002493.SZ,20200229,20191231,,0.35,10.27,,3290559600.0,182463718600.0,,
613,002494.SZ,20200229,20191231,,0.0458,0.91,,21451180.83,2537819226.88,,
614,002495.SZ,20200229,20191231,,0.0292,2.32,,36079094.59,1270919310.23,,
615,002496.SZ,20200229,20191231,,-0.23,-11.13,,-466919957.97,5664462248.9,,
616,002497.SZ,20200122,20191231,,0.07,2.5,,147145612.98,5239194613.63,,
617,002498.SZ,20200227,20191231,,0.13,9.18,,512204723.73,6052343897.66,,
618,002499.SZ,20200229,20191231,,-0.65,-88.27,,-108837446.55,922117354.92,,
619,002500.SZ,20200225,20191231,,0.18,4.06,,648329000.0,55436253200.0,,
620,002502.SZ,20200310,20191231,,-0.97,-47.76,,-865913330.62,1379587180.41,,
621,002503.SZ,20200221,20191231,,0.08,4.4,,323012969.23,11357355602.18,,
622,002504.SZ,20200229,20191231,,-0.33,-42.24,,-364736726.68,4111449784.68,,
623,002505.SZ,20200228,20191231,,0.0112,1.32,,30714946.7,13477911213.49,,
624,002506.SZ,20200415,20191231,,0.011,1.27,,159926800.0,16205628000.0,,
625,002507.SZ,20200228,20191231,,0.77,22.65,,718621948.54,3362039813.54,,
626,002508.SZ,20200229,20191231,,1.67,24.75,,1858320946.92,10690870508.24,,
627,002510.SZ,20200229,20191231,,0.14,4.91,,115870700.0,5916156500.0,,
628,002511.SZ,20200229,20191231,,0.475,16.64,,718800343.22,6026840361.25,,
629,002512.SZ,20200228,20191231,,0.0424,3.55,,75732388.34,5572100024.95,,
630,002513.SZ,20200229,20191231,,-1.52,-37.05,,-558789634.32,2702035097.73,,
631,002514.SZ,20200229,20191231,,0.14,7.31,,70567218.4,1780201196.13,,
632,002515.SZ,20200227,20191231,,0.04,3.09,,44648034.24,1448514821.02,,
633,002516.SZ,20200228,20191231,,0.1109,4.51,,211215500.51,4133172200.52,,
634,002517.SZ,20200229,20191231,,-0.98,-56.3,,-1942213200.0,3613422700.0,,
635,002518.SZ,20200228,20191231,,0.55,12.78,,356371164.63,4054884502.96,,
636,002519.SZ,20200220,20191231,,0.1429,6.54,,183087933.51,3431922318.79,,
637,002520.SZ,20200229,20191231,,0.22,5.79,,209281800.0,5875857800.0,,
638,002521.SZ,20200228,20191231,,0.27,3.89,,149838433.75,4341986245.02,,
639,002522.SZ,20200229,20191231,,0.07,3.51,,9640704.64,3298062968.81,,
640,002523.SZ,20200314,20191231,,0.06,3.95,,83820164.96,3567368817.4,,
641,002524.SZ,20200228,20191231,,0.16,9.5,,233246300.0,1793889400.0,,
642,002526.SZ,20200228,20191231,,0.1005,7.08,,246490588.29,3423667585.72,,
643,002527.SZ,20200226,20191231,,0.08,1.89,,106209276.84,6355362953.17,,
644,002528.SZ,20200229,20191231,,0.0668,2.15,,94192305.92,6558891506.55,,
645,002529.SZ,20200415,20191231,,-2.1559,-50.25,,-534954111.58,1532695408.82,,
