,ts_code,trade_date,circ_mv,float_share,pb,pe
1017,002567.SZ,20200417,747023.5099,80066.8285,2.3221,57.0001
1018,002568.SZ,20200417,1115314.4771,34886.2833,8.3043,55.3327
1019,002569.SZ,20200417,120346.4903,13977.525,4.6631,
1020,002570.SZ,20200417,570535.6095,102246.525,3.3503,138.7781
1021,002571.SZ,20200417,144078.8483,28417.9188,1.3614,
1022,002572.SZ,20200417,1224308.6978,63732.8838,3.2191,16.267
1023,002573.SZ,20200417,621230.76,107852.5625,1.2463,11.865
1024,002574.SZ,20200417,243408.0,52800.0,0.7398,26.6213
1025,002575.SZ,20200417,347448.6045,58789.95,4.2459,528.2771
1026,002576.SZ,20200417,146329.5761,16441.5254,1.6413,75.8699
1027,002577.SZ,20200417,282728.3521,28076.3011,2.8375,353.0654
1028,002578.SZ,20200417,193704.885,57650.2634,2.3932,92.7208
1029,002579.SZ,20200417,484651.8869,35298.7536,4.0892,36.6209
1030,002580.SZ,20200417,163422.9015,31247.2087,1.5142,112.9962
1031,002581.SZ,20200417,681344.9737,40079.1161,4.7341,
1032,002582.SZ,20200417,338426.1184,37353.8762,1.3733,36.0581
1033,002583.SZ,20200417,673727.9138,105434.7283,9.0911,24.6534
1034,002584.SZ,20200417,309724.4335,38764.0092,2.4086,64.0556
1035,002585.SZ,20200417,465217.0538,86311.1417,0.8139,19.3943
1036,002586.SZ,20200417,210300.2227,88734.2712,0.5145,10.7225
1037,002587.SZ,20200417,281082.7823,42847.9851,2.9778,22.6394
1038,002588.SZ,20200417,347478.6417,75211.8272,1.2203,27.857
1039,002589.SZ,20200417,661538.0575,116263.279,1.2074,10.9956
1040,002590.SZ,20200417,303264.1419,43447.5848,1.7643,
1041,002591.SZ,20200417,149932.6096,19002.8656,1.8859,69.3133
1042,002592.SZ,20200417,268139.4395,24577.4005,1.7618,424.9367
1043,002593.SZ,20200417,163921.8719,46701.388,1.2862,29.8674
1044,002594.SZ,20200417,6707090.4079,114066.1634,2.8262,57.6991
1045,002595.SZ,20200417,909684.0437,52704.7534,2.7888,16.0044
1046,002596.SZ,20200417,710862.7941,98185.4688,2.6323,68.2153
1047,002597.SZ,20200417,1091799.8661,55704.0748,2.7199,13.5417
1048,002598.SZ,20200417,165575.9974,27010.7663,2.2324,22.7638
1049,002599.SZ,20200417,156194.6758,37819.5341,1.2985,18.2393
1050,002600.SZ,20200417,1551745.4994,172416.1666,5.2736,
1051,002601.SZ,20200417,2238027.5817,144017.2189,2.2765,12.1734
1052,002602.SZ,20200417,3740824.656,259239.4079,3.3316,93.375
1053,002603.SZ,20200417,3486037.9321,98698.6957,5.3548,70.9508
1054,002605.SZ,20200417,794784.7111,26969.281,7.8159,90.7456
1055,002606.SZ,20200417,296001.888,40659.6,3.2188,
1056,002607.SZ,20200417,1944196.2252,82033.596,42.5952,80.9994
1057,002608.SZ,20200417,2414192.9309,377807.9704,0.8952,9.4448
1058,002609.SZ,20200417,454856.0313,42951.4666,3.3472,72.252
1059,002610.SZ,20200417,701143.64,438214.775,1.2087,57.289
1060,002611.SZ,20200417,501374.7919,110678.762,1.5998,
1061,002612.SZ,20200417,179410.5667,23421.745,1.0908,16.104
1062,002613.SZ,20200417,199059.0157,50910.2342,2.4538,98.3794
1063,002614.SZ,20200417,323520.5068,33595.0682,1.6606,12.3083
1064,002615.SZ,20200417,107001.6949,22526.6726,2.2141,19.6189
1065,002616.SZ,20200417,413466.3396,45940.7044,2.7748,40.0266
1066,002617.SZ,20200417,551693.742,106504.5834,2.7089,
1067,002618.SZ,20200417,553399.2,54792.0,3.1861,217.7433
1068,002619.SZ,20200417,342415.7686,142081.2318,1.1581,6.6391
1069,002620.SZ,20200417,170641.4583,30363.2488,0.9082,14.4056
1070,002621.SZ,20200417,519821.3617,54431.5562,4.1872,178.8476
1071,002622.SZ,20200417,263752.935,83997.75,2.0114,71.5898
1072,002623.SZ,20200417,484784.6728,15957.3625,2.2913,61.349
1073,002624.SZ,20200417,5822938.6237,115994.7933,6.8017,38.0361
1074,002625.SZ,20200417,866834.4774,116510.0104,2.0781,227.2717
1075,002626.SZ,20200417,1333255.7381,61639.1927,4.5862,29.5856
1076,002627.SZ,20200417,263177.1678,27732.0514,1.4338,33.3703
1077,002628.SZ,20200417,295981.674,73262.7906,1.1136,71.1848
1078,002629.SZ,20200417,115096.5446,34460.0433,25.1033,
1079,002630.SZ,20200417,232184.177,97148.1912,0.8874,
1080,002631.SZ,20200417,489162.8033,65221.7071,2.8971,48.2833
1081,002632.SZ,20200417,465283.0794,57727.4292,2.555,24.5067
1082,002633.SZ,20200417,118190.2313,14941.875,2.3749,291.8888
1083,002634.SZ,20200417,167484.7923,31600.9042,3.6124,134.1626
1084,002635.SZ,20200417,678711.1238,36255.9361,2.272,23.5656
1085,002636.SZ,20200417,582824.4209,72310.7222,2.1984,20.0272
1086,002637.SZ,20200417,475380.4541,37284.7415,1.9869,30.2634
1087,002638.SZ,20200417,314377.7321,97936.9882,1.2305,
1088,002639.SZ,20200417,419265.7362,53206.3117,2.3078,344.7869
1089,002640.SZ,20200417,703287.1031,118001.1918,1.1541,14.9108
1090,002641.SZ,20200417,603520.2664,91028.6978,2.2027,30.4361
1091,002642.SZ,20200417,350226.7684,55240.8152,1.4825,117.797
1092,002643.SZ,20200417,1286423.4992,90913.3215,2.6702,28.9424
1093,002644.SZ,20200417,491762.691,51065.7,3.2512,66.2052
1094,002645.SZ,20200417,404273.9371,39557.1367,2.2214,34.422
1095,002646.SZ,20200417,406634.568,44981.7,1.7143,37.8156
1096,002647.SZ,20200417,1598059.1991,55993.665,16.1779,301.5949
1097,002648.SZ,20200417,1446299.71,103751.7726,1.6073,11.6724
1098,002649.SZ,20200417,397250.3311,43226.369,1.8335,21.9266
1099,002650.SZ,20200417,381419.0518,94644.926,1.9853,40.245
1100,002651.SZ,20200417,246173.7453,52713.8641,2.1599,39.9097
1101,002652.SZ,20200417,152920.6779,44713.6485,2.2998,44.2188
1102,002653.SZ,20200417,1010027.7246,47419.142,11.2417,68.6273
1103,002654.SZ,20200417,255980.4166,61831.0185,1.8169,
1104,002655.SZ,20200417,345960.0,36000.0,6.6566,162.0384
1105,002656.SZ,20200417,91987.4491,49455.6178,1.4412,47.5786
1106,002657.SZ,20200417,430363.8542,28220.5806,2.2755,627.0827
1107,002658.SZ,20200417,185893.2972,30424.4349,1.8254,26.2851
1108,002659.SZ,20200417,258254.9798,49856.1737,1.2025,
1109,002660.SZ,20200417,223074.5487,20540.9345,4.7996,
1110,002661.SZ,20200417,568774.4287,32445.7746,2.563,31.0044
1111,002662.SZ,20200417,391004.2548,145897.11,1.5119,44.066
1112,002663.SZ,20200417,307731.9758,128221.6566,1.0213,100.7697
1113,002664.SZ,20200417,495532.917,34995.2625,2.3229,21.7508
1114,002665.SZ,20200417,670142.6441,225637.2539,1.1426,
1115,002666.SZ,20200417,244298.9714,44417.9948,1.3856,28.6467
1116,002667.SZ,20200417,100988.349,16394.2125,1.8384,112.9879
1117,002668.SZ,20200417,425361.1492,84564.8408,1.6724,
1118,002669.SZ,20200417,369578.1945,24638.5463,1.7749,47.0818
1119,002670.SZ,20200417,1559612.5411,162290.587,1.6043,
1120,002671.SZ,20200417,146955.6652,33938.9527,1.0201,
1121,002672.SZ,20200417,614849.5779,66041.8451,1.8853,20.0678
1122,002673.SZ,20200417,2832988.3739,350183.977,1.6043,46.43
1123,002674.SZ,20200417,256912.1853,29908.287,1.1274,22.4199
1124,002675.SZ,20200417,1006263.6238,66201.5542,2.8246,43.4825
1125,002676.SZ,20200417,267106.9534,71996.4834,2.5538,467.1988
1126,002677.SZ,20200417,360965.9773,31333.8522,4.8988,16.1789
1127,002678.SZ,20200417,953957.7555,135698.116,2.8178,54.1779
1128,002679.SZ,20200417,305304.02,23575.6,4.0604,64.1531
1129,002681.SZ,20200417,353026.5843,107959.2001,1.9843,
1130,002682.SZ,20200417,231461.4028,53087.4777,0.8428,14.6524
1131,002683.SZ,20200417,1607723.654,60714.6395,5.8792,87.4733
1132,002684.SZ,20200417,245194.2707,43784.6912,23.5581,
1133,002685.SZ,20200417,398444.9862,77068.6627,1.054,16.9233
1134,002686.SZ,20200417,187087.1297,34077.8014,1.574,92.9213
1135,002687.SZ,20200417,152886.95,28577.0,1.6552,13.0828
1136,002688.SZ,20200417,509841.1856,62327.7733,3.0424,31.7589
1137,002689.SZ,20200417,379903.7136,104083.2092,2.9283,407.1056
1138,002690.SZ,20200417,1321723.7798,32788.9799,11.4325,50.0398
1139,002691.SZ,20200417,170901.4109,33909.0101,1.9217,113.7329
1140,002692.SZ,20200417,266838.1574,71538.38,2.3624,
1141,002693.SZ,20200417,241646.6758,40341.6821,4.4074,
1142,002694.SZ,20200417,152127.8943,50878.8944,1.8201,
1143,002695.SZ,20200417,962354.0003,45761.0081,5.0188,48.9891
1144,002696.SZ,20200417,119072.916,18290.7705,1.6811,39.8055
1145,002697.SZ,20200417,1067442.75,107822.5,4.4042,26.0817
1146,002698.SZ,20200417,832043.8616,82299.0961,4.5262,56.7784
1147,002699.SZ,20200417,448744.5406,79423.8125,1.6597,
1148,002700.SZ,20200417,171595.7222,31313.088,2.1789,33.1849
1149,002701.SZ,20200417,969791.175,233122.8786,1.6896,43.4713
1150,002702.SZ,20200417,150490.12,31883.5,2.878,65.0299
1151,002703.SZ,20200417,243349.0189,55306.5952,2.4065,477.3647
1152,002705.SZ,20200417,1822826.0883,79599.3925,4.2692,36.5097
1153,002706.SZ,20200417,801258.7516,58829.5706,5.9184,39.1516
1154,002707.SZ,20200417,256190.1281,54858.6998,1.7939,174.2111
1155,002708.SZ,20200417,250414.1796,38348.2664,2.1534,
1156,002709.SZ,20200417,1364649.8235,54195.7833,4.7995,30.2698
1157,002711.SZ,20200417,100044.3566,105309.8491,,
1158,002712.SZ,20200417,220405.1604,37547.7275,1.099,108.2318
1159,002713.SZ,20200417,250031.2994,40133.4349,3.3188,10.3454
1160,002714.SZ,20200417,14467179.121,116699.033,13.2364,44.6989
1161,002715.SZ,20200417,166863.2544,8686.2704,3.5837,473.766
1162,002716.SZ,20200417,122055.54,78240.7308,4.7398,12.6512
1163,002717.SZ,20200417,464572.4608,106553.3167,1.4812,8.5973
1164,002718.SZ,20200417,91224.9507,6639.3705,1.4363,17.2989
1165,002719.SZ,20200417,147303.7885,16187.2295,1.715,
1166,002721.SZ,20200417,264512.1313,62092.0496,0.7607,
1167,002722.SZ,20200417,215813.6652,17223.7562,1.1563,18.0887
1168,002723.SZ,20200417,207246.1598,17578.1306,3.7376,57.8947
1169,002724.SZ,20200417,207808.6264,33196.2662,2.1452,17.5172
1170,002725.SZ,20200417,182514.5608,17549.477,2.7639,80.0627
1171,002726.SZ,20200417,672516.4464,98034.4674,2.9934,38.6785
1172,002727.SZ,20200417,791829.2892,30141.96,3.3265,24.6977
1173,002728.SZ,20200417,198146.7564,12709.8625,2.8038,18.4777
1174,002729.SZ,20200417,248983.12,6668.0,5.5222,120.7103
1175,002730.SZ,20200417,215840.757,29049.9,2.4767,41.9361
1176,002731.SZ,20200417,163843.8092,21962.9771,1.5564,64.5318
1177,002732.SZ,20200417,295602.1425,15558.0075,2.978,70.8433
1178,002733.SZ,20200417,706215.388,32559.4923,3.2182,80.5944
1179,002734.SZ,20200417,409584.499,24584.9039,2.3027,23.1622
1180,002735.SZ,20200417,140745.712,7595.5592,3.9865,48.0288
1181,002736.SZ,20200417,8946200.0,820000.0,1.747,18.2197
1182,002737.SZ,20200417,748346.7593,53339.042,2.5273,14.5462
1183,002738.SZ,20200417,277296.534,18486.4356,1.5426,29.7693
1184,002739.SZ,20200417,2673503.458,176120.1224,2.2526,24.3703
1185,002740.SZ,20200417,173202.5716,23186.4219,1.1963,120.4957
1186,002741.SZ,20200417,358860.8419,31898.7415,3.482,31.2824
1187,002742.SZ,20200417,127875.8131,19375.1232,1.8339,22.8397
1188,002743.SZ,20200417,224717.7521,33539.963,1.0362,27.3307
1189,002745.SZ,20200417,848432.8417,73203.869,1.4829,20.5485
1190,002746.SZ,20200417,531240.9186,36311.7511,2.0583,6.7793
1191,002747.SZ,20200417,721879.9313,72843.5854,5.2351,82.2989
1192,002748.SZ,20200417,169920.0,24000.0,1.5155,29.8588
1193,002749.SZ,20200417,282572.8532,23765.589,3.9867,18.8753
1194,002750.SZ,20200417,394110.0194,39728.8326,6.3785,286.4405
1195,002751.SZ,20200417,264283.0652,11803.6206,3.3088,42.9325
1196,002752.SZ,20200417,447409.3497,83007.3005,2.4551,105.258
1197,002753.SZ,20200417,137503.2298,20044.2026,1.5249,9.2683
1198,002755.SZ,20200417,251442.41,14302.7537,6.4595,24.3511
1199,002756.SZ,20200417,309247.7177,18484.6215,1.7763,17.5302
1200,002757.SZ,20200417,334446.9601,15768.3621,2.3154,25.5402
1201,002758.SZ,20200417,189747.8536,17536.7702,3.607,65.7858
1202,002759.SZ,20200417,285126.17,40215.2567,1.0665,87.8243
1203,002760.SZ,20200417,137437.7388,7256.4804,2.871,54.7148
1204,002761.SZ,20200417,327405.0767,34536.4005,0.8921,118.3259
1205,002762.SZ,20200417,97505.7843,19006.9755,1.8246,45.9636
1206,002763.SZ,20200417,140264.5076,18287.4195,1.7026,19.0619
1207,002765.SZ,20200417,106591.1908,25439.425,1.3129,729.7595
1208,002766.SZ,20200417,111811.7898,29501.7915,2.0183,
1209,002767.SZ,20200417,152821.3575,12364.1875,2.5116,71.8034
1210,002768.SZ,20200417,779555.5079,17668.9825,5.0218,38.7976
1211,002769.SZ,20200417,179691.496,23643.6179,2.0541,27.7852
1212,002770.SZ,20200417,175994.0566,60271.9372,1.878,24.759
1213,002771.SZ,20200417,171007.1201,12857.6782,4.0818,81.2957
1214,002772.SZ,20200417,182994.7724,25486.7371,1.092,23.5853
1215,002773.SZ,20200417,2442174.4594,62126.0356,7.4493,49.5288
1216,002774.SZ,20200417,217155.633,33667.54,2.0403,106.4424
1217,002775.SZ,20200417,216976.4415,41646.15,1.0457,10.7051
1218,002776.SZ,20200417,276577.1131,33935.8421,1.8038,22.78
1219,002777.SZ,20200417,812742.996,18998.2,8.438,80.8419
1220,002778.SZ,20200417,216357.866,8910.95,3.3657,133.7757
1221,002779.SZ,20200417,164623.9898,11843.4525,2.8357,155.826
1222,002780.SZ,20200417,221117.6829,10474.5468,5.1893,611.0987
1223,002781.SZ,20200417,301581.3774,20294.8437,1.6617,19.8388
1224,002782.SZ,20200417,425148.0,42600.0,5.2368,190.7399
1225,002783.SZ,20200417,338128.8532,32111.0022,2.2718,48.6392
1226,002785.SZ,20200417,246787.8887,15472.5949,5.1674,312.5873
1227,002786.SZ,20200417,282146.82,37974.0,3.296,67.9888
1228,002787.SZ,20200417,128238.4542,18164.087,1.5558,41.0381
1229,002788.SZ,20200417,265067.2643,31782.6456,1.5627,15.1159
1230,002789.SZ,20200417,109972.9063,8122.0758,1.5253,20.2657
1231,002790.SZ,20200417,150745.088,25292.8,1.544,15.4869
1232,002791.SZ,20200417,924428.1388,16110.6333,6.0561,107.1887
1233,002792.SZ,20200417,394982.0389,14989.8307,4.5478,200.387
1234,002793.SZ,20200417,359295.4486,24847.5414,2.7254,187.7848
1235,002795.SZ,20200417,268200.0,20000.0,4.4096,44.5519
1236,002796.SZ,20200417,485317.5884,13307.3098,4.0468,126.2651
1237,002797.SZ,20200417,2514723.2,350240.0,2.7807,49.0144
1238,002798.SZ,20200417,555234.5267,20205.041,2.8995,18.6894
1239,002799.SZ,20200417,253800.0,15000.0,4.1963,38.1296
1240,002800.SZ,20200417,145439.2538,7139.875,3.3,76.7267
1241,002801.SZ,20200417,199957.216,5814.4,3.9892,24.4983
1242,002802.SZ,20200417,116320.9937,5968.2398,3.7223,28.7692
1243,002803.SZ,20200417,374080.9062,11800.6595,5.0155,21.6278
1244,002805.SZ,20200417,186605.9863,14432.0175,3.2162,115.2526
1245,002806.SZ,20200417,117952.9059,9764.3134,1.5496,27.2423
1246,002807.SZ,20200417,905993.7037,215712.7866,0.8003,9.0081
1247,002808.SZ,20200417,258841.0427,26795.139,4.4571,74.9171
1248,002809.SZ,20200417,235920.0,12000.0,2.0334,34.5359
1249,002810.SZ,20200417,339585.9264,18556.608,3.8081,22.0936
1250,002811.SZ,20200417,228913.9244,16235.0301,1.7494,22.2169
1251,002812.SZ,20200417,2680124.4595,52112.0836,9.1012,48.739
1252,002813.SZ,20200417,261720.0,12000.0,6.6117,154.3758
1253,002815.SZ,20200417,698054.7466,41749.6858,3.8238,26.3677
1254,002816.SZ,20200417,286900.0,10000.0,6.1843,445.9571
1255,002817.SZ,20200417,181573.65,8667.0,2.5065,50.4845
1256,002818.SZ,20200417,351243.046,30072.1786,1.7807,11.0294
1257,002819.SZ,20200417,189275.5115,8197.2937,6.907,64.8261
1258,002820.SZ,20200417,217535.4286,20273.5721,2.0402,26.1201
1259,002821.SZ,20200417,4173423.7243,22893.1636,13.8502,76.1576
1260,002822.SZ,20200417,640069.1044,62875.1576,2.4196,42.0717
1261,002823.SZ,20200417,158839.6835,15542.0434,2.4744,26.0699
1262,002824.SZ,20200417,182226.9713,9321.0727,4.6724,191.5372
1263,002825.SZ,20200417,166288.3418,8738.2208,3.8534,65.8866
1264,002826.SZ,20200417,148283.6813,13370.9361,3.3086,84.8424
1265,002827.SZ,20200417,239561.7027,27599.2745,3.1335,39.6696
1266,002828.SZ,20200417,192703.0903,20094.17,1.9911,42.8789
1267,002829.SZ,20200417,237869.2675,8593.5429,4.9504,361.5615
1268,002830.SZ,20200417,152540.96,13334.0,2.3581,33.2058
1269,002831.SZ,20200417,2044088.7374,87466.3559,3.2165,21.6775
1270,002832.SZ,20200417,291378.7301,15279.43,2.9991,20.1152
1271,002833.SZ,20200417,294749.5509,7651.8575,3.8377,19.2724
1272,002835.SZ,20200417,116015.6864,11718.7562,3.2012,551.0536
1273,002836.SZ,20200417,189760.0,16000.0,4.9553,38.3108
1274,002837.SZ,20200417,856111.6851,20359.3742,7.2409,83.8017
1275,002838.SZ,20200417,1526633.2419,39880.7012,13.4757,93.7539
1276,002839.SZ,20200417,724271.7049,132893.8908,0.9978,11.7963
1277,002840.SZ,20200417,401196.0749,26800.005,2.7813,27.6461
1278,002841.SZ,20200417,2891110.7731,36596.3389,11.4616,51.5769
1279,002842.SZ,20200417,222773.1694,23400.543,3.1228,24.5437
1280,002843.SZ,20200417,162510.4473,16582.6987,3.4967,36.9355
1281,002845.SZ,20200417,249761.0053,11933.1584,3.4049,38.3918
1282,002846.SZ,20200417,337506.4273,13001.018,7.115,119.8893
1283,002847.SZ,20200417,798560.0,12400.0,11.6601,64.5828
1284,002848.SZ,20200417,167648.877,14796.9,2.7886,
1285,002849.SZ,20200417,157162.4592,12414.0963,2.474,26.6186
1286,002850.SZ,20200417,683994.947,13001.2345,4.4359,46.5554
1287,002851.SZ,20200417,707644.259,33036.6134,5.2259,49.7565
1288,002852.SZ,20200417,277749.2146,20635.1571,1.9219,17.7172
1289,002853.SZ,20200417,158072.3579,9522.4312,2.1958,14.7173
1290,002855.SZ,20200417,269998.7974,23999.8931,2.1902,96.4658
1291,002856.SZ,20200417,116386.4117,7417.872,2.7979,71.9395
1292,002857.SZ,20200417,105703.2273,9207.5982,3.0351,39.9611
1293,002858.SZ,20200417,122110.7664,9547.3625,3.6902,65.8749
1294,002859.SZ,20200417,986583.264,25245.2217,6.1852,85.637
1295,002860.SZ,20200417,215251.455,8487.8334,3.5404,22.6138
1296,002861.SZ,20200417,176288.0442,6951.4213,2.9559,43.6883
1297,002862.SZ,20200417,213061.0,7550.0,3.8816,70.6198
1298,002863.SZ,20200417,90302.1733,18580.6941,1.8189,32.016
1299,002864.SZ,20200417,133134.2568,4493.225,3.7996,39.7025
1300,002865.SZ,20200417,52239.5379,3810.3237,1.915,96.2176
1301,002866.SZ,20200417,117344.8459,8275.377,3.3799,36.7233
1302,002867.SZ,20200417,438403.0723,24740.5797,2.7511,16.0667
1303,002868.SZ,20200417,63382.08,3846.0,2.5536,26.4776
1304,002869.SZ,20200417,302849.3368,4535.0305,4.2162,371.7566
1305,002870.SZ,20200417,76749.56,4012.0,2.7163,54.997
1306,002871.SZ,20200417,49907.76,2922.0,3.0536,25.6643
1307,002872.SZ,20200417,122786.851,21503.8268,0.6276,16.3959
1308,002873.SZ,20200417,116063.8063,6153.9664,3.1228,31.1154
1309,002875.SZ,20200417,55858.1181,3553.3154,2.3557,24.7898
1310,002876.SZ,20200417,313530.7509,7053.5602,4.9728,90.1966
1311,002877.SZ,20200417,126584.0763,16810.6343,3.6556,39.7148
1312,002878.SZ,20200417,129265.8403,4002.0384,6.0446,36.6439
1313,002879.SZ,20200417,196842.9718,11171.5648,2.3938,23.3527
1314,002880.SZ,20200417,251368.11,3483.0,5.383,45.4894
1315,002881.SZ,20200417,98068.257,4533.9,7.0691,84.0706
1316,002882.SZ,20200417,92632.5,8625.0,2.5099,16.5801
1317,002883.SZ,20200417,85477.8427,4532.2292,3.3631,28.8398
1318,002884.SZ,20200417,242195.6914,16784.1782,2.0582,16.3236
1319,002885.SZ,20200417,108171.84,6769.2015,3.6858,55.2472
1320,002886.SZ,20200417,151009.8356,4960.9013,5.2002,76.4283
1321,002887.SZ,20200417,112258.0761,6674.083,1.8255,22.9188
1322,002888.SZ,20200417,67203.8196,3557.64,5.5869,90.0273
1323,002889.SZ,20200417,90774.2318,3720.2554,2.1319,25.0098
1324,002890.SZ,20200417,134043.9701,4278.4542,3.8632,244.2038
1325,002891.SZ,20200417,211985.858,9157.0565,4.9782,49.8165
1326,002892.SZ,20200417,99033.8944,4477.12,4.5907,45.1959
1327,002893.SZ,20200417,84980.7414,8364.2462,2.5402,37.9817
1328,002895.SZ,20200417,101151.712,8904.2,2.327,25.6685
1329,002896.SZ,20200417,71411.25,3425.0,2.6446,31.7673
1330,002897.SZ,20200417,209032.1191,6853.5121,4.4157,66.9629
1331,002898.SZ,20200417,81619.0688,5983.8027,3.297,35.8329
1332,002899.SZ,20200417,101074.701,7933.65,1.4633,24.388
1333,002900.SZ,20200417,145342.1114,11942.655,2.1002,18.721
1334,002901.SZ,20200417,296247.718,4009.85,17.2562,80.0083
1335,002902.SZ,20200417,213355.8,10841.25,3.8431,153.2343
1336,002903.SZ,20200417,78672.0,6600.0,2.9505,451.8827
1337,002905.SZ,20200417,90249.6,6720.0,1.8287,33.863
1338,002906.SZ,20200417,249979.3289,20224.8648,1.6972,351.512
1339,002907.SZ,20200417,122849.579,6496.5404,7.9622,55.2758
1340,002908.SZ,20200417,143068.6873,11775.2006,3.3232,33.8122
1341,002909.SZ,20200417,84015.3687,7589.4642,3.5773,21.7731
1342,002910.SZ,20200417,75822.6117,7411.79,1.5905,30.7031
1343,002911.SZ,20200417,396165.5506,27078.985,2.5826,19.7666
1344,002912.SZ,20200417,886277.46,5182.0,12.0073,89.1423
1345,002913.SZ,20200417,195682.2315,3727.2806,3.15,29.0196
1346,002915.SZ,20200417,78707.3,3437.0,3.0632,90.0386
1347,002916.SZ,20200417,2272456.0288,9872.0884,15.3601,63.367
1348,002917.SZ,20200417,79584.544,5417.6,3.7786,43.3682
1349,002918.SZ,20200417,312579.3825,13531.575,3.1816,25.6372
1350,002919.SZ,20200417,63125.5255,4228.0995,3.2099,61.4781
1351,002920.SZ,20200417,415500.6,12235.0,4.4945,44.8859
1352,002921.SZ,20200417,84770.9,4827.5,2.0002,30.3432
1353,002922.SZ,20200417,75398.8475,5712.0339,1.9213,31.0926
1354,002923.SZ,20200417,105452.9438,6001.875,3.325,27.4004
1355,002925.SZ,20200417,858995.5784,16592.5358,5.7145,24.3712
1356,002926.SZ,20200417,1890170.7213,177814.7433,1.4201,19.4922
1357,002927.SZ,20200417,122706.4384,7192.64,3.6353,39.8912
1358,002928.SZ,20200417,278307.9305,20418.777,2.9427,33.0889
1359,002929.SZ,20200417,244971.1909,7660.1373,2.4867,34.2896
1360,002930.SZ,20200417,206713.2444,13799.282,2.764,35.067
1361,002931.SZ,20200417,68511.6772,2645.2385,4.2895,50.3083
1362,002932.SZ,20200417,144947.1671,3002.2197,5.2499,52.3402
1363,002933.SZ,20200417,165899.6221,4786.4865,2.6608,28.7788
1364,002935.SZ,20200417,273345.3257,9072.198,3.808,49.6606
1365,002936.SZ,20200417,587274.9617,150583.3235,0.7507,7.0303
1366,002937.SZ,20200417,127969.9583,9592.9504,4.2649,28.4029
1367,002938.SZ,20200417,1051452.0624,26815.9159,4.5706,30.9891
1368,002939.SZ,20200417,2015323.1074,166418.0931,2.2212,64.1664
1369,002940.SZ,20200417,204311.85,4245.0,4.4882,38.5829
1370,002941.SZ,20200417,264825.75,17275.0,4.1485,27.9891
1371,002942.SZ,20200417,103632.0,4080.0,3.291,23.7935
1372,002943.SZ,20200417,113592.1211,5184.4875,2.7758,22.1352
1373,002945.SZ,20200417,1101237.2809,75478.9089,7.3797,114.2911
1374,002946.SZ,20200417,142395.8249,12403.8175,4.9781,40.376
1375,002947.SZ,20200417,222699.2139,4868.8066,4.5643,44.1076
1376,002948.SZ,20200417,303711.3057,60500.2601,1.0262,9.9083
1377,002949.SZ,20200417,162329.312,9515.2,2.9086,24.558
1378,002950.SZ,20200417,958243.1452,26181.5067,7.4994,67.8357
1379,002951.SZ,20200417,67725.0,4500.0,4.6046,33.7856
1380,002952.SZ,20200417,167211.099,6941.1,3.3264,26.68
1381,002953.SZ,20200417,120972.24,4302.0,5.148,41.8674
1382,002955.SZ,20200417,180745.08,3431.0,2.5119,21.7924
1383,002956.SZ,20200417,113980.0,2000.0,3.399,33.315
1384,002957.SZ,20200417,103238.0,4100.0,4.4392,34.8572
1385,002958.SZ,20200417,1171102.4725,269218.9592,0.9898,9.9903
1386,002959.SZ,20200417,267090.0,3000.0,6.45,57.593
1387,002960.SZ,20200417,131160.0,6000.0,1.9116,15.2491
1388,002961.SZ,20200417,130860.0,4500.0,7.9476,107.1145
1389,002962.SZ,20200417,145504.8,5040.0,3.565,42.2212
1390,002963.SZ,20200417,97395.69,3759.0,2.3754,22.8077
1391,002965.SZ,20200417,126265.68,3768.0,3.1126,33.3887
1392,002966.SZ,20200417,288333.3339,33333.3334,1.0371,11.6592
1393,002967.SZ,20200417,315882.07,8267.0,8.2774,74.5773
1394,002968.SZ,20200417,143267.4253,1791.0667,7.6052,54.8604
1395,002969.SZ,20200417,76686.7955,9526.31,3.6864,44.2971
1396,002970.SZ,20200417,217425.6,2160.0,6.3041,57.5331
1397,002971.SZ,20200417,95920.0,4000.0,3.901,50.9135
1398,002972.SZ,20200417,121175.92,4408.0,4.6766,39.1206
1399,002973.SZ,20200417,97072.86,4089.0,9.4722,94.5037
1400,002975.SZ,20200417,196921.0113,1736.67,7.5795,70.5658
1401,003816.SZ,20200417,737279.8812,252493.11,1.642,15.5779
1402,300001.SZ,20200417,1799127.8395,92168.4344,5.8901,108.7884
1403,300002.SZ,20200417,1018620.6788,162979.3086,3.2076,152.7376
1404,300003.SZ,20200417,5907958.6232,151524.9711,9.2835,40.2634
1405,300004.SZ,20200417,201584.8967,39218.8515,1.2469,
1406,300005.SZ,20200417,251832.201,70739.3823,1.3042,28.0598
1407,300006.SZ,20200417,331646.7315,67134.9659,2.6794,40.9422
1408,300007.SZ,20200417,327441.8579,23762.1087,2.9998,
1409,300008.SZ,20200417,166287.2251,60248.9946,6.5827,
1410,300009.SZ,20200417,1091057.4122,73127.1724,5.966,125.9042
1411,300010.SZ,20200417,1235212.6504,72745.1502,4.4835,
1412,300011.SZ,20200417,289508.2011,44815.511,1.8433,84.5514
1413,300012.SZ,20200417,2467652.2186,150558.4026,8.6396,100.6243
1414,300013.SZ,20200417,240101.9032,40903.2203,3.0043,40.5993
1415,300014.SZ,20200417,5174351.2111,81911.5278,8.1131,107.2714
