,ts_code,ann_date,f_ann_date,end_date,c_recp_return_invest,n_cashflow_act
869,600320.SH,20200401,20200401,20191231,73626236.0,1290213109.0
870,600321.SH,20200411,20200411,20191231,522959.8,138840869.84
871,600323.SH,20200415,20200415,20191231,3416547.83,1324356474.78
872,600325.SH,20200417,20200417,20191231,867181516.27,28035431565.71
873,600326.SH,20200418,20200418,20191231,117013690.0,705753929.77
874,600327.SH,20200411,20200411,20191231,52041037.2,-207671162.03
875,600329.SH,20200420,20200420,20191231,164531857.54,495488678.78
876,600330.SH,20200417,20200417,20191231,3223281.27,-90664681.69
877,600331.SH,20200403,20200403,20191231,,62024107.41
878,600332.SH,20200401,20200401,20191231,140790673.97,5022366882.34
879,600346.SH,20200417,20200417,20191231,,16936974236.09
880,600354.SH,20200320,20200320,20191231,1453115.19,-2746985.02
881,600356.SH,20200401,20200401,20191231,1101342.64,318867215.98
882,600362.SH,20200331,20200331,20191231,715724500.0,8252296414.0
883,600366.SH,20200417,20200417,20191231,62996709.97,207757370.32
884,600368.SH,20200331,20200331,20191231,259791262.58,933389735.57
885,600370.SH,20200310,20200310,20191231,,214387234.55
886,600372.SH,20200331,20200331,20191231,71498409.69,735640968.39
887,600378.SH,20200416,20200416,20191231,9926955.26,847358170.02
888,600379.SH,20200410,20200410,20191231,1278.0,53387200.68
889,600380.SH,20200411,20200411,20191231,44784241.23,2312447687.11
890,600382.SH,20200418,20200418,20191231,12700656.0,393405597.42
891,600386.SH,20200410,20200410,20191231,821340.0,505037682.66
892,600391.SH,20200418,20200418,20191231,,777488346.08
893,600395.SH,20200414,20200414,20191231,49164698.89,1742099180.64
894,600396.SH,20200402,20200402,20191231,2238400.0,1625417627.32
895,600399.SH,20200331,20200331,20191231,4361619.87,1050030147.24
896,600416.SH,20200331,20200331,20191231,18534880.01,208920804.2
897,600418.SH,20200319,20200319,20191231,94314914.58,226384882.79
898,600420.SH,20200402,20200402,20191231,23099838.99,1270137212.46
899,600422.SH,20200331,20200331,20191231,45049014.2,429500909.97
900,600425.SH,20200331,20200331,20191231,10434660.08,1307022392.74
901,600426.SH,20200327,20200327,20191231,41726371.24,3736038989.65
902,600433.SH,20200311,20200311,20191231,4007661.96,221217258.38
903,600444.SH,20200326,20200326,20191231,,-63556482.27
904,600449.SH,20200321,20200321,20191231,2588800.0,988006549.36
905,600452.SH,20200417,20200417,20191231,111867.26,1162686084.18
906,600455.SH,20200411,20200411,20191231,,101913743.86
907,600456.SH,20200320,20200320,20191231,,52659989.63
908,600458.SH,20200331,20200331,20191231,14573893.48,1220812067.95
909,600463.SH,20200416,20200416,20191231,927163.77,89840886.5
910,600466.SH,20200417,20200417,20191231,43084123.43,3833354071.66
911,600469.SH,20200320,20200320,20191231,,424395057.76
912,600477.SH,20200310,20200310,20191231,,326576818.75
913,600479.SH,20200410,20200410,20191231,11592300.0,155493890.87
914,600481.SH,20200411,20200411,20191231,7277810.65,274776582.8
915,600488.SH,20200326,20200326,20191231,196000.0,279368978.77
916,600493.SH,20200418,20200418,20191231,2268043.46,14303808.92
917,600495.SH,20200326,20200326,20191231,45209130.05,166058758.49
918,600496.SH,20200418,20200418,20191231,6781005.84,546011756.92
919,600497.SH,20200321,20200321,20191231,988500.45,2543194090.18
920,600505.SH,20200418,20200418,20191231,,193735304.45
921,600506.SH,20200418,20200418,20191231,0.0,-4285563.28
922,600507.SH,20200228,20200228,20191231,5554627.76,1734752705.92
923,600508.SH,20200321,20200321,20191231,,2011653461.76
924,600511.SH,20200328,20200328,20191231,132160666.5,1776070491.39
925,600512.SH,20200420,20200420,20191231,679662696.01,1491657229.72
926,600516.SH,20200418,20200418,20191231,264238330.19,4399908313.39
927,600523.SH,20200314,20200314,20191231,17214556.45,171919593.98
928,600526.SH,20200409,20200409,20191231,3888400.34,554606268.14
929,600528.SH,20200331,20200331,20191231,133766063.57,1424320458.01
930,600547.SH,20200417,20200417,20191231,52546574.92,4180080697.02
931,600548.SH,20200319,20200319,20191231,398391397.49,1751428675.07
932,600549.SH,20200417,20200417,20191231,25053718.89,1904646993.75
933,600556.SH,20200411,20200411,20191231,,-137462057.96
934,600557.SH,20200410,20200410,20191231,7135693.84,925725534.57
935,600558.SH,20200420,20200420,20191231,178500.0,143689292.75
936,600562.SH,20200408,20200408,20191231,,-29476447.42
937,600563.SH,20200404,20200404,20191231,30455122.01,610701830.06
938,600566.SH,20200313,20200313,20191231,12306009.62,2147676112.11
939,600571.SH,20200418,20200418,20191231,20523880.78,27801547.82
940,600577.SH,20200331,20200331,20191231,16507181.23,588352715.85
941,600583.SH,20200324,20200324,20191231,163525877.55,-74807104.7
942,600585.SH,20200321,20200321,20191231,568721921.0,40738204985.0
943,600587.SH,20200418,20200418,20191231,35593827.75,630910080.55
944,600588.SH,20200328,20200328,20191231,244542617.0,1533042056.0
945,600598.SH,20200330,20200330,20191231,78383114.58,814168317.31
946,600600.SH,20200330,20200330,20191231,76740009.0,4016552579.0
947,600603.SH,20200311,20200311,20191231,19699329.43,1468323703.4
948,600604.SH,20200415,20200415,20191231,9810173.5,-292149798.7
949,600605.SH,20200229,20200229,20191231,8957334.09,257536689.74
950,600611.SH,20200331,20200331,20191231,113788635.67,-252298264.41
951,600618.SH,20200420,20200420,20191231,239406363.82,867716933.31
952,600619.SH,20200402,20200402,20191231,3819857.59,701353366.72
953,600620.SH,20200401,20200401,20191231,93297273.89,-16501953.96
954,600621.SH,20200331,20200331,20191231,18481987.15,927957160.08
955,600628.SH,20200417,20200417,20191231,24157176.36,62818852.08
956,600635.SH,20200331,20200331,20191231,310664064.41,1218417852.14
957,600639.SH,20200418,20200418,20191231,129740453.93,-1367303202.63
958,600643.SH,20200401,20200401,20191231,868498520.28,1480830136.88
959,600644.SH,20200321,20200321,20191231,10973471.35,281509330.77
960,600647.SH,20200418,20200418,20191231,1032247.76,-6654089.16
961,600649.SH,20200410,20200410,20191231,182141594.1,-5852854082.9
962,600650.SH,20200327,20200327,20191231,168253060.51,229554772.03
963,600655.SH,20200324,20200324,20191231,325009901.76,3534453279.84
964,600657.SH,20200401,20200401,20191231,878504403.94,8114810076.53
965,600658.SH,20200418,20200418,20191231,32393896.42,-2292067824.39
966,600663.SH,20200328,20200328,20191231,1852761322.49,517368526.94
967,600673.SH,20200403,20200403,20191231,15741746.96,2215869577.48
968,600678.SH,20200418,20200418,20191231,,111539925.73
969,600681.SH,20200416,20200416,20191231,4153455.47,1427413140.75
970,600683.SH,20200410,20200410,20191231,2426224.74,-7241802983.4
971,600684.SH,20200409,20200409,20191231,311440960.48,-122667814.25
972,600685.SH,20200328,20200328,20191231,36541732.71,3735554000.96
973,600688.SH,20200326,20200326,20191231,594868000.0,5121209000.0
974,600693.SH,20200415,20200415,20191231,8853531.15,142782606.21
975,600695.SH,20200331,20200331,20191231,4437126.19,-8238124.28
976,600712.SH,20200415,20200415,20191231,,30219820.76
977,600713.SH,20200331,20200331,20191231,2040605.04,1003954576.33
978,600717.SH,20200325,20200325,20191231,449714926.53,1861588367.05
979,600719.SH,20200411,20200411,20191231,,216300426.72
980,600720.SH,20200320,20200320,20191231,75965176.57,2018069477.49
981,600722.SH,20200305,20200305,20191231,756424.22,147185894.16
982,600724.SH,20200327,20200327,20191231,68799921.63,604811806.49
983,600725.SH,20200318,20200318,20191231,5182186.99,-15702373.04
984,600727.SH,20200403,20200403,20191231,166275.49,299356664.61
985,600728.SH,20200410,20200410,20191231,9828007.07,34254999.82
986,600731.SH,20200407,20200407,20191231,1905231.18,200432233.65
987,600732.SH,20200226,20200226,20191231,1566849.62,1587440766.98
988,600739.SH,20200403,20200403,20191231,282735295.35,879905076.49
989,600740.SH,20200414,20200414,20191231,220500000.0,91308445.07
990,600741.SH,20200411,20200411,20191231,2972284020.26,9656347352.17
991,600744.SH,20200411,20200411,20191231,3154689.09,1295687519.19
992,600748.SH,20200328,20200328,20191231,4282883.38,210644181.3
993,600749.SH,20200418,20200418,20191231,13284567.12,79803420.8
994,600750.SH,20200321,20200321,20191231,24214735.32,641177784.05
995,600751.SH,20200420,20200420,20191231,329709000.0,3803943000.0
996,600753.SH,20200328,20200328,20191231,,-125147277.52
997,600754.SH,20200328,20200328,20191231,237506237.58,2637918098.67
998,600756.SH,20200418,20200418,20191231,216993950.45,84867513.16
999,600761.SH,20200314,20200314,20191231,97138069.32,853672096.81
