,ts_code,ann_date,f_ann_date,end_date,accounts_receiv,cap_rese,intan_assets,total_cur_assets,total_cur_liab,total_share,undistr_porfit
348,002459.SZ,20200330,20200330,20191231,3888704282.9,3854415746.4,760063877.58,14831536327.97,15092363065.05,1341675370.0,2457399935.09
349,002461.SZ,20200325,20200325,20191231,24150554.06,4503776738.18,2366352428.5,5919493037.26,2255161990.94,2213328480.0,1652704742.82
350,002463.SZ,20200326,20200326,20191231,1911914977.0,330642149.0,108728141.0,4752460358.0,2662508496.0,1724717363.0,2708109298.0
351,002465.SZ,20200328,20200328,20191231,2511223378.91,3838137797.19,241769979.05,7865903413.05,2265599800.08,2305324840.0,2120738255.16
352,002469.SZ,20200410,20200410,20191231,416533559.45,151719511.93,34815074.56,1422743701.87,315655969.61,503262849.0,491320618.99
353,002471.SZ,20200331,20200331,20191231,2505930901.88,,200479631.89,4796774577.32,4133262053.12,1268000000.0,90787388.79
354,002480.SZ,20200415,20200415,20191231,1409042098.5,1469194067.12,428501164.18,4109005778.03,4350449859.08,651026035.0,-15523346.8
355,002484.SZ,20200327,20200327,20191231,766166292.56,1354555394.56,102506498.4,2645541210.71,841349115.62,817114541.0,1036611769.48
356,002490.SZ,20200328,20200328,20191231,507559024.95,863169158.42,443223548.01,2458926224.97,3869872169.13,797848400.0,-98208687.79
357,002492.SZ,20200324,20200324,20191231,99035345.35,419841382.03,152882245.6,503645993.93,200973542.24,405000000.0,405711892.89
358,002494.SZ,20200408,20200408,20191231,92481014.57,1249638699.76,93580082.91,1254464358.36,484952344.68,385560818.0,252453938.56
359,002497.SZ,20200410,20200410,20191231,539979070.98,455362655.11,561631228.26,1860973968.5,920674419.16,958709703.0,1168591951.49
360,002507.SZ,20200317,20200317,20191231,386077.13,21291102.91,150899042.14,1635938347.58,385190309.43,789357241.0,1836950643.2
361,002518.SZ,20200331,20200331,20191231,1025808836.03,503422270.01,67600553.5,2887826031.94,1252686290.7,582445394.0,1349842711.05
362,002519.SZ,20200320,20200320,20191231,541906064.17,1870208433.72,169820459.98,2139323760.33,811366370.79,1126430898.0,-341403215.4
363,002521.SZ,20200307,20200307,20191231,776882800.7,1990394616.06,112036428.8,2939424479.07,841832139.35,494685819.0,863577092.04
364,002526.SZ,20200417,20200417,20191231,633170316.21,387858329.56,169644047.77,2268366049.19,715221024.4,1782793836.0,401925753.92
365,002533.SZ,20200415,20200415,20191231,823307943.17,843378400.92,166551797.57,3202713911.78,1909013535.91,565180080.0,981654315.7
366,002534.SZ,20200331,20200331,20191231,1653903900.24,848067997.22,253996468.94,6856894750.2,5027217310.4,739265850.0,1513412755.41
367,002538.SZ,20200402,20200402,20191231,82511099.67,1373755328.73,401954732.29,2709418610.85,931656800.36,718126381.0,1389530562.8
368,002541.SZ,20200416,20200416,20191231,1677450352.34,2129615294.0,766349677.15,8213844703.47,7010906823.61,523718853.0,2171776180.17
369,002546.SZ,20200328,20200328,20191231,295536841.31,1226048285.53,48925993.63,2954328336.01,388194787.77,834049096.0,782324795.25
370,002548.SZ,20200418,20200418,20191231,200300010.28,1269417008.65,242872449.36,1326899611.46,1814704843.57,432809780.0,140299079.19
371,002552.SZ,20200415,20200415,20191231,90754438.93,408743574.98,32795424.46,337300618.42,53723470.21,306232338.0,-78704649.27
372,002553.SZ,20200320,20200320,20191231,110244658.95,56519080.39,8220510.95,426126540.25,94593643.17,348000000.0,219341047.66
373,002555.SZ,20200402,20200402,20191231,1287915082.56,73153800.49,16997408.09,6355144564.94,2600389360.81,2112251697.0,4711093895.82
374,002557.SZ,20200409,20200409,20191231,224562134.7,1575606086.17,261573398.34,3663561013.51,1688491873.7,507000000.0,1325025509.85
375,002561.SZ,20200328,20200328,20191231,21500702.36,523522419.6,349251469.91,1792980527.6,369618921.07,415763000.0,1143502692.14
376,002562.SZ,20200420,20200420,20191231,209683601.88,694102844.34,113084084.1,1629854441.0,1190309528.25,902031312.0,539043201.42
377,002564.SZ,20200414,20200414,20191231,6793411115.03,2245972080.59,214823270.86,25370869614.66,22634927832.02,869375282.0,525309893.41
378,002566.SZ,20200416,20200416,20191231,185852581.23,834689338.39,54737906.41,1983160392.32,396009424.2,330951600.0,662061469.59
379,002568.SZ,20200331,20200331,20191231,118446903.28,1204094916.55,191892297.12,809437708.46,494498028.53,519802650.0,165305438.52
380,002572.SZ,20200324,20200324,20191231,693637088.53,1303895008.71,540367478.61,4127565361.63,2444447337.36,912370038.0,2894221424.08
381,002579.SZ,20200410,20200410,20191231,659851396.73,517444261.27,185733893.75,1710744513.67,1492940838.37,396158821.0,368838303.1
382,002593.SZ,20200407,20200407,20191231,556620754.51,738284560.38,144024141.52,2770781669.68,1981802759.85,701110000.0,470000328.09
383,002595.SZ,20200331,20200331,20191231,1456409479.88,508637853.37,303643682.54,4135543769.33,1738425137.87,800000000.0,3192251637.16
384,002597.SZ,20200306,20200306,20191231,220175392.95,394748478.85,101796130.53,4000418812.86,1124646115.75,558771351.0,3006904138.36
385,002601.SZ,20200325,20200325,20191231,1604917925.44,9484824798.92,1552024834.44,7842789418.23,8389582244.75,2032020889.0,1658016560.07
386,002607.SZ,20200310,20200310,20191231,2721638.09,1198581049.5,197507227.4,4836263773.33,6422233270.59,6167399389.0,2046657231.32
387,002626.SZ,20200416,20200416,20191231,391610465.5,885282378.95,379355167.59,2017980622.66,861052412.47,616481927.0,1118794134.59
388,002628.SZ,20200417,20200417,20191231,462111371.44,901519860.9,2095442.65,3602555991.39,3182941447.54,762216215.0,1002110449.06
389,002642.SZ,20200403,20200403,20191231,805553096.64,2900174400.98,110340178.67,2146523635.67,976926873.64,661580313.0,-813947321.65
390,002643.SZ,20200418,20200418,20191231,400759080.52,2078935908.65,250044837.59,2542504244.89,840919954.77,909133215.0,1511877169.49
391,002648.SZ,20200410,20200410,20191231,325603158.28,4166763819.93,840485843.85,5458150650.19,7874233443.96,1065705806.0,3642485664.63
392,002658.SZ,20200327,20200327,20191231,424018629.64,244800202.93,45655217.46,2617557869.63,414064883.49,604897469.0,1093921856.32
393,002661.SZ,20200420,20200420,20191231,232530023.18,1333083952.48,239488271.65,1645141473.83,1780592625.0,328808450.0,604378467.37
394,002673.SZ,20200402,20200402,20191231,,9501180308.32,166977680.75,,,3501839770.0,1803007110.74
395,002675.SZ,20200418,20200418,20191231,986468545.37,2322428730.19,171258526.05,3078222327.41,2431608618.22,802214326.0,976796373.14
396,002677.SZ,20200416,20200416,20191231,17727759.67,104916962.66,174115677.45,916365643.25,439792192.14,646051647.0,622411675.78
397,002678.SZ,20200418,20200418,20191231,75589222.98,981284324.46,198971759.72,2679702086.84,913317596.04,1358320323.0,908774605.44
398,002683.SZ,20200418,20200418,20191231,1895369093.71,1512722941.36,178329253.85,4775867192.46,3586346607.25,707108951.0,959783597.12
399,002687.SZ,20200416,20200416,20191231,243908302.84,329376661.36,96726799.76,935571396.07,455470720.36,350000000.0,349001439.64
400,002688.SZ,20200420,20200420,20191231,310548888.5,422361294.25,674426310.72,1240717688.82,1145351088.56,635289655.0,498912076.59
401,002690.SZ,20200409,20200409,20191231,227463479.62,396735125.44,57482334.08,2357301743.89,343039738.91,676000000.0,856374868.09
402,002695.SZ,20200314,20200314,20191231,53410070.45,775826143.68,99300278.05,1867495801.77,417461962.88,513378396.0,832309823.54
403,002697.SZ,20200328,20200328,20191231,37488388.49,43743156.96,288019067.11,2958624589.24,2028987693.01,1360000000.0,1432463741.51
404,002706.SZ,20200328,20200328,20191231,145171038.76,384678589.05,101539410.65,1237958088.57,513751584.81,785015910.0,604563916.18
405,002714.SZ,20200227,20200227,20191231,15719728.65,9846715939.98,431818997.78,19592345697.37,18169133854.58,2204608322.0,10113806709.8
406,002715.SZ,20200331,20200331,20191231,107525430.0,254929165.14,37731752.93,377093821.66,214418068.34,92000000.0,124081082.76
407,002723.SZ,20200403,20200403,20191231,293440319.58,248775719.52,51816850.42,675885412.87,625759690.07,191850000.0,147773047.39
408,002724.SZ,20200414,20200414,20191231,405793783.3,56468532.29,76964356.76,1921847626.83,352473567.74,720000000.0,1202599689.97
409,002725.SZ,20200409,20200409,20191231,112180452.32,297170708.05,95536235.45,394629523.43,165161452.58,256000000.0,350062822.11
410,002727.SZ,20200320,20200320,20191231,522913964.27,1408770680.65,90512270.68,5607783142.21,2826473175.31,567770067.0,2268365495.82
411,002728.SZ,20200327,20200327,20191231,93198727.17,251973028.54,131524854.71,935127939.21,773125026.68,200908121.0,538452913.91
412,002732.SZ,20200418,20200418,20191231,78629176.3,319405903.55,28515770.28,304298488.76,264890585.5,157350000.0,450345966.8
413,002735.SZ,20200414,20200414,20191231,447057538.21,203298488.07,27108399.65,810177280.88,435779119.45,142701230.0,336123325.33
414,002736.SZ,20200320,20200320,20191231,,6769233170.81,656538746.78,,,8200000000.0,20027506956.75
415,002738.SZ,20200415,20200415,20191231,414819641.41,1974418360.51,106488552.12,1693873018.56,833759759.14,277926476.0,627384855.69
416,002742.SZ,20200414,20200414,20191231,1601165653.47,254644478.12,329764951.63,2557757907.61,3044873646.32,432000000.0,847133347.8
417,002746.SZ,20200324,20200324,20191231,74339216.57,905400194.95,90635570.54,3154835980.64,855866989.04,463692511.0,1753322879.72
418,002756.SZ,20200320,20200320,20191231,163992434.26,824775698.07,241593544.28,2161608417.0,776791243.98,360000000.0,1854120539.23
419,002758.SZ,20200418,20200418,20191231,366512046.14,140715348.0,103510188.11,1080987422.8,683851920.75,210143883.0,227363628.08
420,002759.SZ,20200331,20200331,20191231,173873864.72,1916780911.51,134014420.8,841570161.66,539346709.12,402152567.0,321724403.74
421,002771.SZ,20200325,20200325,20191231,469626325.49,148624407.84,14349216.66,1013033562.47,492219527.06,209865500.0,293363348.84
422,002774.SZ,20200403,20200403,20191231,215644305.85,431427112.17,61939293.1,1358747968.8,497426788.75,341347200.0,251762301.46
423,002778.SZ,20200417,20200417,20191231,130850266.0,214358613.23,28201583.03,510631621.32,164021527.31,89109500.0,302968535.5
424,002782.SZ,20200320,20200320,20191231,340350078.57,59481922.55,52761310.16,760068645.56,300406252.23,426000000.0,285672846.9
425,002795.SZ,20200328,20200328,20191231,105762919.0,243862377.41,67013286.44,499262457.6,137853778.47,200000000.0,115728694.71
426,002797.SZ,20200331,20200331,20191231,,2608133393.82,282250870.4,,,3502400000.0,1615471013.73
427,002798.SZ,20200331,20200331,20191231,2345889106.06,2280517796.88,773287691.85,4037097657.18,2922839386.9,384960564.0,1044047744.13
428,002799.SZ,20200410,20200410,20191231,289612772.81,148690803.28,33462497.28,764999552.35,644957731.18,150000000.0,271464575.43
429,002800.SZ,20200401,20200401,20191231,228509983.6,152789458.72,2933154.63,715109498.92,382815470.66,74680000.0,210023214.33
430,002801.SZ,20200319,20200319,20191231,171090883.55,226123561.58,39079226.07,1019327043.69,208204121.33,117760000.0,588678167.41
431,002802.SZ,20200420,20200420,20191231,76548982.47,247929811.8,40169953.31,394017272.51,40481559.06,108346500.0,230601904.85
432,002803.SZ,20200415,20200415,20191231,456749538.63,521681156.53,104419992.15,1593750003.03,920116884.28,222593699.0,621788481.82
433,002805.SZ,20200420,20200420,20191231,149850737.53,109672843.68,31794828.67,411880012.98,311707515.35,145370700.0,292394330.84
434,002807.SZ,20200331,20200331,20191231,,924572000.0,125498000.0,,,2171984000.0,3011328000.0
435,002809.SZ,20200420,20200420,20191231,647696161.71,454177758.65,19712162.64,1508926077.57,528407064.75,120000000.0,536444970.26
436,002810.SZ,20200411,20200411,20191231,204937002.24,156143476.81,90807097.24,629545414.97,396034292.72,190296960.0,520357638.96
437,002812.SZ,20200317,20200317,20191231,1424354132.31,1894027132.14,298768420.95,5023026799.69,4229322190.56,805370770.0,1744638648.71
438,002818.SZ,20200331,20200331,20191231,29151432.84,815136141.09,1355156323.27,2398523894.61,999179263.33,756494900.0,3179997536.77
439,002819.SZ,20200411,20200411,20191231,137667487.75,81253955.34,3216852.92,963035995.15,437101973.11,157538236.0,265300105.4
440,002821.SZ,20200409,20200409,20191231,658505041.7,1146074832.81,121803871.93,1638856471.11,503985741.47,231319762.0,1697566795.69
441,002825.SZ,20200414,20200414,20191231,140144818.35,223865629.3,47731504.74,659059355.65,302866313.93,146870159.0,317520123.44
442,002829.SZ,20200416,20200416,20191231,324991827.62,393729054.46,39496082.51,871720897.27,383634314.64,156954420.0,332226227.49
443,002832.SZ,20200418,20200418,20191231,140836227.57,442647168.74,113572665.56,1898511350.43,534594251.49,308276300.0,1072977728.32
444,002838.SZ,20200409,20200409,20191231,473665712.72,67117679.1,121959127.1,1285132377.47,672085001.79,407027500.0,570433429.05
445,002845.SZ,20200318,20200318,20191231,2187257988.35,577902069.57,15772252.95,5183057564.58,4785037282.27,202787968.0,560887922.23
446,002847.SZ,20200307,20200307,20191231,129204425.3,374600193.44,138230460.64,660335246.35,861710185.21,128400000.0,300113328.48
447,002850.SZ,20200409,20200409,20191231,590105727.62,1351989002.29,166234777.05,1582949834.88,1156222692.73,210000000.0,857305755.34
448,002853.SZ,20200403,20200403,20191231,325723428.45,490039292.26,101368567.05,1449962116.77,681281754.63,155341500.0,465102147.08
449,002858.SZ,20200408,20200408,20191231,206960334.14,112774206.79,19004665.31,437184603.71,192006586.08,126320000.0,190670912.45
450,002859.SZ,20200331,20200331,20191231,336178353.28,713185562.68,98070051.07,1020948484.92,324391356.6,258470000.0,605031953.75
451,002860.SZ,20200403,20200403,20191231,180010667.72,279165094.47,73843398.67,925195836.64,238074844.92,117168020.0,416251802.85
452,002861.SZ,20200320,20200320,20191231,289606813.89,463123162.76,104378963.75,808605852.46,276540831.8,122698400.0,486827326.22
453,002863.SZ,20200328,20200328,20191231,401472217.25,140392788.39,224568586.79,1895884635.61,2716774646.64,376554280.0,439742362.53
454,002865.SZ,20200326,20200326,20191231,290044116.99,377631422.07,110754102.7,862181372.6,610593283.93,120898773.0,345295119.58
455,002876.SZ,20200331,20200331,20191231,548543120.72,342250932.96,65448655.95,1546080903.16,1222526958.02,104000000.0,418911553.98
456,002878.SZ,20200415,20200415,20191231,576305335.1,276558623.71,15304526.27,1090836382.43,583301746.43,130406410.0,258347412.48
457,002879.SZ,20200313,20200313,20191231,477435240.84,708662175.06,34915200.72,1482875027.56,311168133.83,193107640.0,617783578.14
458,002880.SZ,20200306,20200306,20191231,133520768.73,639302470.18,78953570.12,1008153845.93,103058537.92,108000000.0,605213713.35
459,002882.SZ,20200411,20200411,20191231,780711408.15,616431309.42,51800947.42,1997503340.01,549354510.46,432900000.0,738559485.76
460,002883.SZ,20200418,20200418,20191231,379658028.5,197067595.3,10494573.98,492173960.49,101970364.98,86906012.0,196289234.14
461,002885.SZ,20200331,20200331,20191231,375438184.58,240567599.06,26736875.25,1021077897.06,638614349.39,180000000.0,324076651.51
462,002886.SZ,20200417,20200417,20191231,239940285.22,289103675.95,77349813.46,892072599.95,576969864.86,118837250.0,267902302.3
463,002888.SZ,20200415,20200415,20191231,8018196.59,139094060.44,5574276.64,347554889.6,45688217.75,124676400.0,136784081.88
464,002890.SZ,20200410,20200410,20191231,88503100.79,205160595.3,27681284.34,462447580.48,94311707.28,66670000.0,233535758.56
465,002891.SZ,20200408,20200408,20191231,233958538.81,326261203.73,46270302.71,763960166.29,575271261.87,170008350.0,256704321.6
466,002895.SZ,20200327,20200327,20191231,64530136.34,743764312.31,186677193.89,813388309.38,675014922.48,407626000.0,834616559.88
467,002896.SZ,20200416,20200416,20191231,122634892.53,323209417.13,34312322.25,464739337.59,332534605.58,80000000.0,202785044.37
468,002902.SZ,20200317,20200317,20191231,477652130.74,459730000.49,37496871.16,1410153646.03,800949238.03,210000000.0,359225461.22
469,002903.SZ,20200403,20200403,20191231,68259483.64,241621862.61,54044643.58,497281936.94,53334799.88,150000000.0,169219543.84
470,002905.SZ,20200410,20200410,20191231,134908765.14,684784216.18,25679329.73,1387634000.65,934481773.44,268800000.0,891732582.38
471,002909.SZ,20200331,20200331,20191231,232489444.26,190262440.05,39176434.82,654708432.4,399985306.16,168000000.0,144689920.53
472,002911.SZ,20200415,20200415,20191231,351969462.06,658882235.23,384584472.33,2287710903.23,2443114597.56,556000000.0,1303157359.25
473,002913.SZ,20200323,20200323,20191231,662569954.75,1495521126.85,96224969.13,2259087865.51,1085284726.92,147868152.0,782337292.9
474,002916.SZ,20200320,20200320,20191231,2091660219.81,2231494735.37,296829021.79,5977071692.28,4669746027.24,339360000.0,2169651236.28
475,002917.SZ,20200410,20200410,20191231,159821688.52,276498461.4,34048066.62,732233734.68,90777384.8,180896000.0,217306003.77
476,002921.SZ,20200328,20200328,20191231,169660449.5,420299386.51,69531443.63,616243807.16,472332512.44,80000000.0,189535611.63
477,002922.SZ,20200325,20200325,20191231,339101098.2,506394027.43,66272202.28,782154433.44,477344268.69,135151475.0,224971806.38
478,002923.SZ,20200417,20200417,20191231,115556490.46,331504259.35,50114779.44,781099060.82,293871711.0,185419500.0,405431685.02
479,002925.SZ,20200328,20200328,20191231,1223592720.48,1714277343.47,65229242.45,4139049268.9,1087434980.32,458128400.0,1895220439.26
480,002926.SZ,20200331,20200331,20191231,,8114012431.39,49503302.19,,,2625000000.0,5386873619.15
481,002927.SZ,20200410,20200410,20191231,320980763.92,386606687.8,30317041.2,903430628.66,252086153.46,170716000.0,215975961.61
482,002930.SZ,20200328,20200328,20191231,61391153.95,935830391.55,674640027.22,262259963.77,546238476.69,341317508.0,531145918.31
483,002936.SZ,20200331,20200331,20191231,,5163655000.0,887625000.0,,,5921932000.0,10333487000.0
484,002937.SZ,20200327,20200327,20191231,259629583.61,330074160.1,47269106.67,829145013.88,228302079.3,294400000.0,261319875.93
485,002938.SZ,20200331,20200331,20191231,6183179207.66,12214377107.32,1722675590.04,16423817019.51,8884985098.4,2311430816.0,4872784294.48
486,002940.SZ,20200403,20200403,20191231,154982876.28,541165751.43,38865231.58,977660602.68,355170868.16,90000000.0,288728816.92
487,002945.SZ,20200420,20200420,20191231,,677164470.75,46972470.48,,,2700000000.0,1085924938.31
488,002948.SZ,20200321,20200321,20191231,,8337869000.0,194243000.0,,,4509690000.0,2528787000.0
489,002949.SZ,20200417,20200417,20191231,430344302.22,641826092.64,74065129.49,1207565324.57,696433542.99,196030000.0,259755576.19
490,002951.SZ,20200410,20200410,20191231,118981481.49,536902954.94,59748379.54,892111699.54,194583584.21,405000000.0,342804746.25
491,002956.SZ,20200420,20200420,20191231,55071045.77,830724964.84,23310725.0,1358525788.53,305131014.43,80000000.0,397906981.88
492,002961.SZ,20200310,20200310,20191231,,266599163.15,175801930.6,,,445000000.0,756559838.29
493,002965.SZ,20200321,20200321,20191231,486913373.96,791820427.24,123922967.3,1734936707.74,725168980.46,150700000.0,606389918.69
494,002966.SZ,20200331,20200331,20191231,,10814539319.0,408441457.0,,,3333333334.0,7280541346.0
495,002967.SZ,20200327,20200327,20191231,770540546.81,741756660.95,35297587.04,1477308907.6,1109436415.82,330670000.0,415936070.52
496,002968.SZ,20200401,20200401,20191231,139203665.46,497463669.82,2390442.16,826133848.62,231926735.61,71642667.0,153742765.63
497,002970.SZ,20200420,20200420,20191231,391270464.61,801438416.64,19682408.84,1859136052.71,589813492.71,86400000.0,442009400.78
498,002972.SZ,20200415,20200415,20191231,255334548.26,467856827.95,3439072.58,1126475930.69,180984160.61,176320000.0,345810160.79
499,003816.SZ,20200326,20200326,20191231,7483893725.25,10702322842.13,4937028458.97,61923383290.3,67017899711.71,50498611100.0,23667716575.7
500,300003.SZ,20200331,20200331,20191231,2166546179.03,2085985.8,1483385640.05,5634380767.03,5110503310.0,1781652921.0,5416779818.86
501,300005.SZ,20200320,20200320,20191231,603689391.37,962934358.24,9634508.31,2517197975.15,454948005.59,891293904.0,450815364.87
502,300007.SZ,20200331,20200331,20191231,585121873.08,600002738.18,509102205.3,2371594484.69,1528989953.73,293022806.0,409973966.81
503,300009.SZ,20200408,20200408,20191231,413255478.0,750081006.72,134080339.2,1474313455.42,414435773.13,1050298435.0,679983268.02
504,300011.SZ,20200324,20200324,20191231,1326234401.76,1171716881.59,251198875.27,2089826839.34,1327887886.71,558650387.0,172555642.37
505,300014.SZ,20200420,20200420,20191231,2094087448.63,3376301100.92,377520317.25,8302385041.63,6032293172.3,969139695.0,2960497821.49
506,300016.SZ,20200312,20200312,20191231,159319315.53,178112333.05,18559016.18,550889325.98,125889591.75,494689876.0,694865327.89
507,300019.SZ,20200331,20200331,20191231,174469941.68,44093003.53,52501504.79,640353844.45,224609019.26,330901951.0,473427668.21
508,300021.SZ,20200410,20200410,20191231,1007368711.27,234667445.47,116058037.09,2529581088.6,1951787447.57,797360687.0,447368219.08
509,300023.SZ,20200411,20200411,20191231,6134171.68,968131339.77,16964363.68,355645394.4,91067756.92,316106775.0,-803620514.15
510,300030.SZ,20200307,20200307,20191231,224201248.08,394509284.06,139425485.49,702185839.95,573975009.34,308795815.0,95460434.44
511,300031.SZ,20200416,20200416,20191231,471499138.41,955991019.48,70344852.32,1941217477.22,1139688492.01,396767886.0,1149573305.67
512,300033.SZ,20200225,20200225,20191231,19663206.66,356775876.82,76930519.66,4618455948.97,1242921760.09,537600000.0,2718294744.0
513,300034.SZ,20200415,20200415,20191231,497740498.32,897870633.87,118451344.88,2007954241.53,903094575.17,469340916.0,662684358.83
514,300036.SZ,20200410,20200410,20191231,602959937.76,837215136.29,153657412.41,1792554542.59,922977967.88,449537367.0,792188930.95
515,300042.SZ,20200418,20200418,20191231,117207368.84,535657149.85,9225651.36,849860597.03,80683887.8,200400000.0,236424021.77
516,300046.SZ,20200420,20200420,20191231,64341540.39,492438793.66,11346852.04,664836411.03,192424671.09,213120000.0,-152683629.04
517,300052.SZ,20200327,20200327,20191231,205710510.33,388819327.17,12042098.93,669953511.72,551360474.96,263269300.0,178939268.17
518,300057.SZ,20200401,20200401,20191231,1157310814.87,1816245698.43,241602114.97,3873096393.25,3015682464.67,673756195.0,827562239.37
519,300059.SZ,20200410,20200410,20191231,314416633.97,8930620933.89,180294865.91,56159317564.97,39376899095.74,6715608655.0,5117992903.36
520,300065.SZ,20200415,20200415,20191231,437808148.13,941402164.0,260030858.64,1326672314.59,371591625.27,398174035.0,445401694.71
521,300066.SZ,20200410,20200410,20191231,503038992.38,67829809.66,68552172.58,1442249472.49,285860526.7,1040033262.0,541592027.07
522,300067.SZ,20200404,20200404,20191231,148126088.29,173754274.3,67081012.06,1094684060.03,316712475.82,930499272.0,563644194.42
523,300073.SZ,20200416,20200416,20191231,571817864.28,2208022274.95,118252409.32,3265458126.59,1009050491.65,436722773.0,311983903.55
524,300074.SZ,20200318,20200318,20191231,382622472.94,235209727.69,20649568.02,833171837.93,268121538.19,542340100.0,418318360.98
525,300092.SZ,20200327,20200327,20191231,215227762.87,239688301.46,23266548.12,777612267.53,389272740.79,231599000.0,99403889.06
526,300105.SZ,20200401,20200401,20191231,358976597.68,676748193.82,46270418.33,2014634322.4,255029858.38,513216000.0,648495582.82
527,300107.SZ,20200403,20200403,20191231,80366542.62,201252602.64,20848404.08,1344425296.72,75741456.74,549605522.0,869109488.34
528,300110.SZ,20200331,20200331,20191231,549392966.9,528044115.47,116056990.02,1316665145.89,430558409.21,1182212982.0,403951911.32
529,300114.SZ,20200401,20200401,20191231,475852776.5,71333859.82,60435644.56,1739890288.94,785889534.43,590760499.0,759501963.4
530,300115.SZ,20200411,20200411,20191231,1654087423.48,1283423322.75,188085674.03,5346846402.66,4792588773.54,909860262.0,1963842439.34
531,300118.SZ,20200418,20200418,20191231,3083648532.01,5090621204.06,611073418.65,12008685575.6,13139706828.07,901359941.0,2339373072.28
532,300119.SZ,20200402,20200402,20191231,347915515.74,942598582.74,250605503.46,1532087856.36,1045920067.96,404493463.0,746625412.83
533,300120.SZ,20200325,20200325,20191231,617024934.09,1685532556.99,258890806.64,1753634428.57,987572091.67,464756611.0,275544045.76
534,300121.SZ,20200229,20200229,20191231,498258593.5,714404866.42,78485980.49,1220436233.32,443396279.44,388611706.0,542936633.23
535,300127.SZ,20200328,20200328,20191231,167884960.67,496202753.84,25973104.51,1094936978.72,76789957.55,323146360.0,285222186.92
536,300129.SZ,20200408,20200408,20191231,803726439.86,713320008.42,228526504.27,3169453707.07,1917695218.39,719153256.0,823780739.56
537,300130.SZ,20200414,20200414,20191231,471423150.81,1052842957.95,8306013.42,2256191826.41,562423431.49,488562478.0,882460301.87
538,300136.SZ,20200417,20200417,20191231,2785394295.57,214076789.97,823269259.59,4161758655.67,2745943052.84,968639966.0,3358283565.58
539,300142.SZ,20200321,20200321,20191231,512844133.46,2754535648.83,127038230.72,3443720494.47,1088465375.04,1537436984.0,509522354.31
540,300146.SZ,20200313,20200313,20191231,113530032.72,3213209595.38,867619841.17,3807914731.71,1756902759.48,1582492554.0,691796454.4
541,300152.SZ,20200410,20200410,20191231,398558642.43,590517127.33,531688401.03,745326607.49,703425611.36,712800000.0,-551416233.39
542,300154.SZ,20200414,20200414,20191231,67559332.49,741158122.94,39403883.13,1702921285.53,239150452.98,455770000.0,349146863.88
543,300165.SZ,20200415,20200415,20191231,324199168.57,747091338.56,25723344.97,1313458956.52,445458097.56,461760000.0,323254643.87
544,300174.SZ,20200303,20200303,20191231,88004805.61,144078095.21,123498366.45,469801097.44,353251028.16,244800000.0,264538818.64
545,300179.SZ,20200310,20200310,20191231,154194976.27,157879577.4,26792789.48,724934022.14,206477272.22,498450000.0,277450261.59
546,300183.SZ,20200331,20200331,20191231,341950195.95,1073199558.98,59190131.66,2500676291.24,273420381.07,468707317.0,1211414280.46
547,300187.SZ,20200331,20200331,20191231,369620206.5,370832401.17,668772844.98,1272831020.07,1051615699.82,644500165.0,414611230.8
548,300188.SZ,20200331,20200331,20191231,796779217.13,673391879.02,63074689.62,2610906147.21,1129107313.76,803993717.0,1192954662.33
549,300193.SZ,20200229,20200229,20191231,140514538.57,1277540233.91,19319757.5,2315596475.51,380291624.07,506901310.0,665547099.18
550,300194.SZ,20200328,20200328,20191231,339323605.95,2230902789.97,365953246.42,1939967650.03,607021735.37,1189712382.0,495857488.4
551,300196.SZ,20200408,20200408,20191231,346344220.06,881659394.55,163762252.69,1559108704.78,407041786.43,415190679.0,1298483557.92
552,300201.SZ,20200411,20200411,20191231,1020940702.5,98395951.86,174344872.85,2168976500.66,1707435539.66,1040921518.0,455251101.0
553,300202.SZ,20200417,20200417,20191231,476472446.27,104868710.06,32389956.99,1576163180.06,491351020.95,549504000.0,833428898.63
554,300204.SZ,20200317,20200317,20191231,102462568.01,520421178.55,36757632.67,1021175041.32,178371528.84,476034544.0,604955124.28
555,300208.SZ,20200416,20200416,20191231,904501409.24,207765572.12,532276223.76,4391611215.53,3450517148.68,749475000.0,807179991.62
556,300210.SZ,20200411,20200411,20191231,252669279.74,193527782.39,85165399.39,972898356.76,876242392.19,484219953.0,147092210.33
557,300211.SZ,20200310,20200310,20191231,51318867.2,37368582.94,14343747.34,349496553.2,39504164.84,302675973.0,117208716.84
558,300213.SZ,20200410,20200410,20191231,804301535.27,746264671.84,174947447.38,2104906266.61,990317354.21,594926386.0,700705942.52
559,300215.SZ,20200331,20200331,20191231,86913356.8,723075698.54,54939008.08,594678939.36,634245656.77,758322487.0,524676129.75
560,300218.SZ,20200417,20200417,20191231,146510389.31,361567764.15,53089870.57,947855781.85,672273065.42,216987000.0,381792213.81
561,300223.SZ,20200401,20200401,20191231,23336467.48,761525189.49,31900439.73,949778783.69,50008937.53,202092093.0,228816336.04
562,300224.SZ,20200324,20200324,20191231,538767531.28,1245087212.09,131139161.72,2554529277.93,885353228.93,820216556.0,544892304.19
563,300226.SZ,20200415,20200415,20191231,2980465136.3,746573024.88,27971599.59,10401972257.66,7927613371.84,159108850.0,200287128.73
564,300227.SZ,20200409,20200409,20191231,342958491.02,505493938.45,59510153.49,751683870.88,420005959.61,249994674.0,326886382.46
